PMA_S6	PMA_S7	PMA_S8	PMA_S9	PMA_S10	MOTScPMA_S11	MOTScPMA_S12	MOTScPMA_S13	MOTScPMA_S14	MOTScPMA_S15
ABCC6	6.64804580608261	6.881153441401	6.69541523924224	6.7617720090251	6.77536489562322	6.48973563560451	6.12102327323262	6.20835598631181	6.19654138606634	6.55727903850544
ABCC8	2.00763791959183	0.533481007972194	1.33178511983294	-0.187620331848231	2.27995595172213	1.96970113133771	0.89975062973419	0.790262546892923	-6.64385618977472	2.52401236296609
ABCC9	7.31701919187604	7.46607514534708	7.92601438235155	7.31950705006539	7.67622395179963	7.06415303110434	7.71861426616491	7.53016701216532	7.10058976927406	7.40911208242596
ABCD1	9.30327661198492	9.21350131618763	9.30905853718798	9.1730902937998	9.13747419717122	9.29471103464416	9.19122998343204	9.30939585629415	9.49124797902108	9.27908183911789
ABCD2	3.70559170955205	1.52848869321215	3.20207985056595	3.11944389949625	3.27846990293886	1.55589087185576	1.89587916597509	3.10550137925996	2.39174144953525	3.20114336695322
ABCD3	9.30098483678127	9.32116312309248	9.20667053941406	9.28572584685018	9.32576411621863	9.23282365487466	9.16348547216514	9.25967791396982	9.26184199962035	9.31073222162067
ABCD4	7.4303941529927	7.27845947472455	7.37052352201947	7.1968325468259	7.04262650145649	7.36697997085757	7.24082082543568	7.56987460298322	7.34327489632337	7.494274599901
ABCE1	10.4979111839945	10.3516265686404	10.459622838658	10.5254853027448	10.4267399226642	10.4688551195261	10.5475376477781	10.5081241769983	10.5837559939706	10.5951172956395
ABCF1	9.65511534277175	9.65277998253772	9.72978139535133	9.88200628594027	9.95365920551528	9.98004789112277	9.89623289110504	10.0615201930559	9.70007418595223	9.96942606776073
ABCF2	10.2696724913028	10.152848335642	10.2005235967648	10.2655083091526	10.2311906350173	10.3224763727581	10.2363051534037	10.3593359219156	10.2740876155257	10.3531368950858
ABCF3	7.76566328636987	7.70345735008356	7.62379591348454	7.65390740214271	7.96073668739975	7.70079210101147	7.63353692600072	7.53016701216532	7.68184175031215	7.799551432464
ABCG1	4.32669300107937	4.22469060972321	3.98991552608015	2.79793076429353	3.95598414488554	3.4267869347356	3.59363254107096	3.10550137925996	2.87638260913791	2.52401236296609
ABCG2	3.17556838001012	2.52598604255754	3.64912072373491	2.96762524731294	3.41583825541131	2.553435347412	3.21547938602908	3.59044921303879	3.39036625038045	3.37089406008587
ABCG4	0.0183610495118494	-6.64385618977472	0.74968551987077	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.201419256271933	-6.64385618977472	-6.64385618977472
ABCG5	-6.64385618977472	0.533481007972194	-0.241759707872038	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.07393110439621	-6.64385618977472
ABCG8	5.32633347178584	5.56817727321614	5.54874287521968	5.41090375715797	5.57006778367237	5.17586565839499	5.59273598067055	5.27412208127183	5.35281693992051	5.28740613037232
ABHD1	4.70503869886938	4.69396153205797	4.54905104504364	4.11861362189299	4.71049286396016	5.09571811534977	4.64746054031523	4.42642340427834	3.65317132885627	4.28777549142466
ABHD10	6.8989844116023	7.13829129894836	7.09873698072215	6.99564017224147	6.8859135551488	6.42561259520703	6.79901744526146	6.67685488856167	6.42478158640596	6.76956167891293
ABHD11	6.78553625239599	6.75243155016909	6.71849664275609	6.46844304425425	6.71007953259065	6.7343329665547	6.6734983411868	6.53693898917864	6.63706221034385	6.62598466334988
ABHD12	9.23768933247004	9.24801662338289	9.09204533531149	8.99063998704423	9.18149126677567	9.14843291205709	9.23409591052763	9.18493292264855	9.25196064962376	9.17973828833212
ABHD12B	6.13353428242859	6.01555516022552	6.233124612647	5.88356200212544	6.20317756243533	5.94352749817014	5.86952398810387	5.99157623588745	5.767766178092	5.87224548972539
ABHD13	7.9407424164033	8.01538789778325	7.71842814350266	7.62881767791508	7.71667404527614	7.71427468532007	7.90328480460971	7.80986640328436	7.72534130200882	7.6914967231244
ABHD14A	6.51199848347327	6.77153861245163	6.46916302174906	6.45423079812062	6.39816878720392	6.42561259520703	6.33511948759332	6.53693898917864	6.71105554424421	6.50351359948079
ABHD14A-ACY1	4.91141582556035	-6.64385618977472	3.0647330845081	3.49757237707659	3.12663200163586	-6.64385618977472	4.06278582992561	4.30618751261249	2.39174144953525	2.78662866627804
ABHD14B	7.69760221404998	8.02338038048493	7.77456860700043	7.48942201593031	7.60617996344042	7.63851088202149	7.6799701977767	7.7186025445032	7.7882261000903	7.80696857194777
ABHD15	8.18897053836118	8.0549147550129	7.6298958043932	7.85661294845553	7.89175291361672	7.84259293561355	7.58555935394682	7.82087890707889	7.76756757085582	7.73880018655824
ABHD16A	9.05119686558896	8.8766565614899	8.94812324726246	8.83754545940112	8.91218621488105	9.02943582581716	8.86069511286084	9.01793813289632	9.11965563016765	9.0450911952546
ABHD16B	6.34407336166031	6.75243155016909	6.77463449195764	6.71485535657103	6.49437306666428	6.48973563560451	6.4157282360585	6.38198194807519	6.49348652587407	6.50351359948079
ABHD17A	9.65690860236686	9.63984108829404	9.61300337877511	9.55908626330139	9.65897564622116	9.69904581435673	9.72806465157646	9.77059731516119	9.7109350485004	9.74841251500695
ABHD17B	7.58908318670622	7.30492999651072	6.9211078580571	7.1968325468259	7.27707534063942	7.15593886128551	7.24082082543568	7.1218496998458	7.12244762248986	7.17695346068125
ABHD17C	6.99284372022791	7.35645709584534	7.21691012858185	7.40327031278127	7.17432263313384	7.36697997085757	7.44666883893737	7.63371779797734	7.51835144923579	7.77706843541189
ABHD18	7.79201341341738	7.76195024910982	7.8286060244149	7.73843683562043	7.68304488494624	7.87296527524066	7.85784376225437	7.79318840974226	7.73955449286151	7.94109952476416
ABHD2	9.8385325653311	9.82727567196634	9.86779963126035	9.75876742974503	9.63982093171876	9.98839515142273	9.90882058095262	10.0274626407626	10.0642546003277	9.97272739795823
ABHD3	7.37917185269029	7.43045327548251	7.58035888808429	7.57071771885294	7.47869706926646	7.78625745441571	7.55028573833886	7.39669157266406	7.59851754434426	7.57468894417035
ABHD4	5.21388789688926	4.33155069529032	4.54905104504364	3.96670280511496	4.54063673956791	4.96647465107973	3.89296873505867	4.64045566222659	4.31571380099698	4.37019661616924
ABHD5	7.58154990630377	6.93298805331669	7.40650067178825	7.27976339417217	7.47869706926646	7.28803354549108	7.55028573833886	7.59575188493587	7.24706570822947	7.57468894417035
ABHD6	5.00449526762194	4.7719347079757	5.20090362464353	4.55135769399051	5.16490979283187	4.77389549185259	4.84669507074583	4.78242043734558	5.45970692692875	4.84393245976962
ABHD8	6.44715460699594	6.82738683262069	6.48270803171239	6.64148933586441	6.77536489562322	6.50533076447282	6.3999627771759	6.75930921500532	6.15472699599196	6.52165895857644
ABI1	8.13338015454949	8.14558180935141	8.17992131861598	8.19250886884484	8.26798398491411	8.18523122195474	8.29718461319334	8.29369474097741	8.31977222902442	8.23854059042491
ABI2	9.58526512118443	9.46601394802127	9.577148959785	9.655407447666	9.71162775574422	9.84101021369692	9.85056562711633	9.87862659123824	9.84021658992491	9.82164159587005
ABI3	3.70559170955205	4.22469060972321	3.4428467511256	2.38358459936795	4.27772630413828	3.77442273317373	3.79992407073859	2.78399227317383	3.39036625038045	3.20114336695322
ABI3BP	4.6484772950008	3.69451880433539	4.64854563308785	4.0446567511851	4.54063673956791	4.05434458919543	4.28505491957811	3.87034576104982	4.4600347123614	4.20035881365751
ABL1	9.48182420177708	9.32763251750898	9.39394613511125	9.34854599900116	9.5058208568747	9.52253880626648	9.49193016389226	9.40579887043944	9.60235558094559	9.66719712794691
ABL2	9.69580667312143	9.76428696467671	9.97231526006773	9.88730539117962	9.66759896686541	10.053489553059	9.9445799766431	10.1849205288027	10.0642546003277	9.9594765069419
ABLIM1	2.59140402662592	-6.64385618977472	3.82955767455294	3.25679649921859	4.04339230167204	2.29089238093281	1.48213330929884	3.10550137925996	2.39174144953525	2.52401236296609
ABLIM2	3.81242792491958	4.10927769438284	3.0647330845081	2.96762524731294	2.5424951780204	2.77547663811761	3.06364885662817	2.10717660486064	2.39174144953525	2.78662866627804
ABLIM3	3.17556838001012	3.33226706963204	0.74968551987077	2.60558201306896	0.962476840967328	2.29089238093281	2.47954886665172	0.790262546892923	1.65660741749758	2.52401236296609
ABR	10.6388658562732	10.7133121949299	10.6083676986337	10.4980374325594	10.6096994884125	10.5556738674424	10.5661990688837	10.5250572961852	10.5006570431745	10.6025951355346
ABRA	2.32884829733053	3.11011336071625	4.26539204539364	2.96762524731294	3.12663200163586	1.55589087185576	2.89393953121898	2.95368451808267	3.23851602159136	2.78662866627804
ABRACL	9.65152212266993	9.52067816512379	9.4892926402505	9.57395082997957	9.29937303238413	9.4797609378975	9.52682789302035	9.48408894233884	9.49124797902108	9.70936607103884
ABRAXAS1	7.60403275573844	7.6320762277692	7.73550085096867	7.51703272514877	7.34746023920169	7.6803289890714	7.30994072372822	7.28978295448121	7.39806405820019	7.56597218571982
ABRAXAS2	8.03752366897229	7.88986208454318	7.8908876210778	7.84576603598546	7.97747928304119	7.9433516725291	7.96351744746607	7.86942064783721	7.97400962070036	7.64258952924922
ABT1	7.33505199078326	6.949860498981	6.8807534976181	6.93552399050553	6.94385610177355	7.04293814235517	6.81098901619466	7.03939363269785	6.93754406568847	7.0325740460716
ABTB1	5.58930794735892	5.56817727321614	4.87085587990058	5.00575725346983	5.447238029466	5.39262135776547	5.50702440936614	5.39694839400285	4.92551744678466	5.00737736793768
ABTB2	6.958358084268	6.8986393935677	6.96036409264486	6.95584232646469	7.10490615593984	6.82412146017649	6.8694006036811	6.79325344985363	6.99791186000917	6.48513710874218
AC000058.1	-6.64385618977472	-6.64385618977472	-0.241759707872038	-6.64385618977472	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	1.65660741749758	-6.64385618977472
AC000120.2	-6.64385618977472	-6.64385618977472	-0.241759707872038	-6.64385618977472	0.962476840967328	1.55589087185576	1.48213330929884	-6.64385618977472	-6.64385618977472	-6.64385618977472
AC000120.3	6.43047778844903	-6.64385618977472	6.20070749372239	6.23898928782081	4.71049286396016	6.07475164696499	4.75051433355548	-6.64385618977472	-6.64385618977472	5.32921575150438
AC000403.1	3.91189513822968	4.52410620142343	4.32676133235531	3.96670280511496	3.65663837437059	3.87388811901365	2.89393953121898	4.17501243108181	3.52774469099961	4.00782584088209
AC001226.1	0.0183610495118494	2.52598604255754	0.74968551987077	0.804140879500438	-6.64385618977472	0.973379723278338	1.48213330929884	2.3696528182702	-6.64385618977472	-6.64385618977472
AC001226.2	5.21388789688926	4.84590888643424	5.41384351077205	4.92561256436587	6.18407135026817	4.61046003870288	6.17759882916777	5.36720818388231	5.45970692692875	4.37019661616924
AC002070.1	-6.64385618977472	1.52848869321215	-0.241759707872038	1.38634662868611	2.5424951780204	-6.64385618977472	-0.0925374711927067	2.3696528182702	0.0807680102565484	-6.64385618977472
AC002072.1	8.07018862859946	7.88109224580575	8.37047993045653	8.15345744545023	8.37295026016902	8.00498828686198	8.16817184583955	8.00595390974481	8.04439621622135	7.95451949697371
AC002091.1	1.01122115929689	1.52848869321215	1.74538903546996	0.804140879500438	1.95877030760579	0.973379723278338	0.89975062973419	-0.201419256271933	-6.64385618977472	0.212082549099138
AC002091.2	2.00763791959183	2.11178324262997	-0.241759707872038	1.80000377429144	-0.0301385387384011	0.973379723278338	2.47954886665172	2.78399227317383	2.07050046296459	0.212082549099138
AC002127.2	0.0183610495118494	0.533481007972194	1.33178511983294	-6.64385618977472	0.962476840967328	-6.64385618977472	2.21703171986152	-0.201419256271933	2.07050046296459	0.212082549099138
AC002310.4	0.0183610495118494	1.52848869321215	-6.64385618977472	-6.64385618977472	-0.0301385387384011	-6.64385618977472	-6.64385618977472	1.78608539387476	1.65660741749758	-6.64385618977472
AC002351.1	4.17476979086683	4.10927769438284	4.69583279273771	3.25679649921859	3.12663200163586	2.29089238093281	3.79992407073859	-0.201419256271933	3.65317132885627	4.44816241125451
AC002375.1	3.59020663997368	3.11011336071625	3.91196345815678	1.38634662868611	2.76453379560157	1.55589087185576	2.70157170366509	2.78399227317383	2.65431760128658	3.00872236875359
AC002377.1	2.00763791959183	0.533481007972194	2.55089868289351	1.38634662868611	-0.0301385387384011	2.29089238093281	1.48213330929884	1.37244162319542	0.0807680102565484	0.212082549099138
AC002463.1	-6.64385618977472	-6.64385618977472	2.32891652660244	2.12110302259059	1.54496937782998	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
AC002470.1	-6.64385618977472	0.533481007972194	-0.241759707872038	-0.187620331848231	-6.64385618977472	0.973379723278338	-6.64385618977472	2.10717660486064	-6.64385618977472	-6.64385618977472
AC002511.2	2.81345443888534	-6.64385618977472	2.9129215606699	3.88429492255843	3.12663200163586	-6.64385618977472	1.48213330929884	2.10717660486064	1.65660741749758	0.212082549099138
AC002996.1	6.21369352334755	6.27855239830352	6.00809043611553	6.25547524006197	6.6134130634249	6.63858328271793	6.52151095160443	5.80452207787568	6.52664975075787	6.19977011857062
AC003002.1	1.01122115929689	1.52848869321215	-6.64385618977472	-0.187620331848231	-6.64385618977472	1.55589087185576	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
AC003002.2	4.32669300107937	4.33155069529032	4.49660644992545	3.49757237707659	3.76347186344073	4.42611600063003	4.21470259229895	3.95275311625024	4.06792211766565	4.44816241125451
AC003002.3	-6.64385618977472	2.52598604255754	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.78871796825109
AC003005.2	2.00763791959183	3.33226706963204	3.91196345815678	3.38220159921762	3.65663837437059	3.28941756037227	3.98037445030389	3.48362613558771	2.87638260913791	1.78871796825109
AC003006.1	4.32669300107937	5.56817727321614	5.06343932387841	4.79637404967285	3.65663837437059	4.2147178531464	4.84669507074583	4.4829811267538	4.4600347123614	4.20035881365751
AC003035.1	1.59379582268042	3.11011336071625	1.74538903546996	1.80000377429144	2.5424951780204	2.29089238093281	2.89393953121898	1.37244162319542	1.65660741749758	3.00872236875359
AC003043.2	4.91141582556035	5.69368281517653	5.84985434158875	5.2556640654706	5.38166506767511	5.09571811534977	5.47728367523111	4.99180295923482	4.76803094521682	5.24434860262908
AC003092.1	2.00763791959183	0.533481007972194	3.0647330845081	1.38634662868611	3.27846990293886	2.553435347412	2.21703171986152	-0.201419256271933	2.65431760128658	2.20271119475764
AC003101.1	0.0183610495118494	0.533481007972194	-6.64385618977472	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	1.07393110439621	1.20584174816383
AC003101.2	-6.64385618977472	-6.64385618977472	-0.241759707872038	2.12110302259059	-6.64385618977472	0.973379723278338	0.89975062973419	1.37244162319542	-6.64385618977472	-6.64385618977472
AC003665.1	6.13353428242859	6.35654512915727	6.0811428286081	6.28789252135344	6.18407135026817	5.77363179891813	5.59273598067055	5.75944238294217	6.08964131372301	5.40936670241255
AC003666.1	0.0183610495118494	-6.64385618977472	1.33178511983294	1.38634662868611	-0.0301385387384011	-6.64385618977472	-6.64385618977472	1.37244162319542	-6.64385618977472	-6.64385618977472
AC003682.1	-6.64385618977472	0.533481007972194	-6.64385618977472	1.38634662868611	1.54496937782998	-0.019291112903031	-6.64385618977472	-0.201419256271933	0.0807680102565484	-6.64385618977472
AC003684.1	3.32741179098667	2.84741308592858	3.4428467511256	2.79793076429353	3.41583825541131	3.13757841035054	2.89393953121898	1.78608539387476	2.07050046296459	2.78662866627804
AC003973.1	3.00584295680229	3.52473308733478	3.64912072373491	2.12110302259059	1.54496937782998	1.96970113133771	2.21703171986152	2.78399227317383	2.87638260913791	2.20271119475764
AC003975.1	5.04887576753382	4.7719347079757	5.06343932387841	4.92561256436587	4.71049286396016	4.49021715992248	5.02172447467925	4.42642340427834	4.59122224482693	4.59248937513098
AC004023.1	3.70559170955205	2.52598604255754	2.74323598546986	2.60558201306896	3.41583825541131	2.96785831199238	2.21703171986152	3.59044921303879	3.52774469099961	2.52401236296609
AC004063.1	0.0183610495118494	2.52598604255754	1.33178511983294	1.80000377429144	2.27995595172213	-0.019291112903031	2.70157170366509	1.78608539387476	1.07393110439621	2.52401236296609
AC004069.1	1.01122115929689	2.11178324262997	1.74538903546996	-0.187620331848231	1.95877030760579	2.96785831199238	1.89587916597509	-6.64385618977472	2.07050046296459	1.78871796825109
AC004076.1	-6.64385618977472	2.11178324262997	2.06645629589928	3.79689314120716	2.27995595172213	2.29089238093281	-6.64385618977472	1.37244162319542	2.07050046296459	1.78871796825109
AC004080.2	3.81242792491958	3.11011336071625	3.20207985056595	2.12110302259059	3.76347186344073	2.96785831199238	4.06278582992561	2.59164639846426	3.23851602159136	2.78662866627804
AC004156.1	6.21369352334755	5.80913859060589	6.35596570434172	5.77339847860006	6.04273592637794	5.25179404472245	5.82298949258001	5.71290852889943	5.06749194509806	5.69170608280946
AC004158.1	4.81191439391023	4.33155069529032	5.89106995794242	4.49693357474654	4.99989929048461	4.13675850687013	5.17779812673277	4.86985244116032	4.59122224482693	4.20035881365751
AC004221.1	2.00763791959183	1.52848869321215	-6.64385618977472	0.804140879500438	-0.0301385387384011	0.973379723278338	1.48213330929884	0.790262546892923	1.65660741749758	1.20584174816383
AC004223.2	0.0183610495118494	0.533481007972194	0.74968551987077	-6.64385618977472	0.962476840967328	-6.64385618977472	-0.0925374711927067	-0.201419256271933	0.0807680102565484	0.212082549099138
AC004223.3	1.59379582268042	2.52598604255754	2.06645629589928	2.60558201306896	1.95877030760579	3.55220601613449	2.89393953121898	1.37244162319542	3.39036625038045	3.00872236875359
AC004233.2	2.81345443888534	2.52598604255754	3.0647330845081	2.60558201306896	2.95691346377558	3.13757841035054	2.21703171986152	2.3696528182702	2.39174144953525	2.52401236296609
AC004233.3	4.09235461874551	4.22469060972321	3.20207985056595	2.79793076429353	3.41583825541131	3.77442273317373	3.35284170566138	2.78399227317383	2.87638260913791	3.20114336695322
