PMA_S6	PMA_S7	PMA_S8	PMA_S9	PMA_S10	MOTScPMA_S11	MOTScPMA_S12	MOTScPMA_S13	MOTScPMA_S14	MOTScPMA_S15
CPTP	6.83706196443374	6.86345295063705	6.56141144210129	6.80721085739469	6.77536489562322	6.66659487431254	6.71231383780165	6.45448596821497	6.06727681070503	6.70750652312241
CPVL	8.30787203249967	8.51787183898995	8.24892178285374	8.45767390527427	8.42270182019105	8.43366041077579	8.31830723812924	8.32883544074211	8.53877565156612	8.34427646821066
CPXM1	3.91189513822968	3.33226706963204	4.06387070634573	4.18896340083453	3.86293671371409	4.05434458919543	4.06278582992561	3.24285251327139	4.06792211766565	3.52275769171828
CPXM2	2.00763791959183	0.533481007972194	0.74968551987077	-6.64385618977472	-0.0301385387384011	-0.019291112903031	0.89975062973419	1.37244162319542	1.07393110439621	0.212082549099138
CPZ	1.01122115929689	1.52848869321215	-0.241759707872038	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.89975062973419	-6.64385618977472	-6.64385618977472	-6.64385618977472
CR1	4.75946599694314	4.52410620142343	4.32676133235531	4.3815096016588	4.47926314589783	4.66702085180232	4.53647527823757	4.95228718974506	4.4600347123614	5.10688313833487
CR381653.1	4.58960757377028	4.33155069529032	4.64854563308785	4.11861362189299	4.59950563326227	4.2147178531464	4.75051433355548	3.68990503889408	4.38967815891757	4.37019661616924
CR381670.2	5.49621851999763	5.52379265628923	6.13360263803617	5.38116347836923	5.97765099849963	5.52091622666099	5.91460428504955	5.89066375746219	5.84867173023481	5.59219034669172
CR382287.2	3.17556838001012	3.33226706963204	2.06645629589928	2.38358459936795	2.95691346377558	3.13757841035054	2.21703171986152	1.37244162319542	3.23851602159136	3.00872236875359
CR753845.2	0.0183610495118494	-6.64385618977472	0.74968551987077	-6.64385618977472	0.962476840967328	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.0807680102565484	0.212082549099138
CR769776.3	1.59379582268042	-6.64385618977472	0.74968551987077	1.38634662868611	0.962476840967328	-0.019291112903031	0.89975062973419	1.37244162319542	2.07050046296459	-6.64385618977472
CR786580.1	4.70503869886938	4.52410620142343	5.38528112679154	4.18896340083453	5.1253925992731	4.61046003870288	4.93686249224536	4.68934598125096	5.15492947808484	5.00737736793768
CR788250.1	2.32884829733053	1.52848869321215	2.55089868289351	0.804140879500438	1.54496937782998	1.96970113133771	2.47954886665172	2.3696528182702	2.65431760128658	3.20114336695322
CRABP1	7.6765416205349	7.8633909995893	7.71842814350266	7.7088130681163	7.84386027402068	7.79896793287743	7.54312632969295	7.74196543728557	7.73955449286151	7.67537784193648
CRABP2	2.00763791959183	2.52598604255754	2.32891652660244	2.96762524731294	2.27995595172213	2.29089238093281	1.89587916597509	2.78399227317383	1.07393110439621	1.78871796825109
CRACR2A	6.49605869601016	6.19610116990383	6.15067373394455	6.70288385941666	6.50980140489568	6.50533076447282	6.73762253357023	6.44027373776256	6.23717790634548	6.79961618635332
CRACR2B	6.28963240800096	6.33101318099764	6.00809043611553	6.02489504342874	5.95528676265924	6.25160471207754	6.17759882916777	6.24151841598701	5.90019324661097	5.75442996040668
CRADD	4.70503869886938	4.84590888643424	4.20129580651335	4.8407524360688	4.54063673956791	4.05434458919543	4.79940606880428	4.68934598125096	4.82245911852584	4.37019661616924
CRAMP1	9.84011185316504	9.94765994122571	9.77726977094836	9.90439428225446	9.95365920551528	10.0521629493254	9.92543512295637	9.94430208348634	9.87604117210922	9.94778129125274
CRAT	7.52768589969292	7.8633909995893	7.57404544476837	7.41064940832427	7.74302413087927	7.77343399758301	7.53593121504487	7.74196543728557	7.55095435620785	7.53056874116462
CRB1	3.46478465229681	3.11011336071625	2.06645629589928	2.38358459936795	2.76453379560157	3.13757841035054	3.47825490708904	3.36825639160926	1.65660741749758	2.52401236296609
CRB2	3.17556838001012	4.10927769438284	4.59965586713554	4.11861362189299	4.6560662732265	4.2147178531464	3.89296873505867	4.10466303643137	4.06792211766565	4.10730172609468
CRB3	2.32884829733053	0.533481007972194	2.06645629589928	1.38634662868611	1.54496937782998	0.973379723278338	0.89975062973419	-6.64385618977472	0.0807680102565484	1.78871796825109
CRBN	8.04301944794993	7.79966819982552	8.00792230593849	8.06269527169496	8.09465835672504	8.03215744025176	7.89768233286561	8.08115740322998	7.9978554220032	8.07614423905702
CRCP	9.13592836283965	9.10470583020888	8.87810149184682	9.00045408459291	9.21952102779282	9.09789642559649	9.03413186159381	8.93167277534292	9.16774906804372	9.06996539704619
CREB1	9.46349781191771	9.1528610080965	9.3740966563416	9.36193073529104	9.53061298021741	9.37542579353823	9.53587291038891	9.3498742965129	9.44429288376193	9.36952064569656
CREB3	6.44715460699594	6.54600125878106	5.9507663486091	6.09984588260463	6.31278772607151	6.09550714943444	6.50686577806539	6.41142223133231	6.63706221034385	6.28722141437844
CREB3L1	4.5282330806361	5.10885967962682	4.78599686450061	4.49693357474654	4.54063673956791	4.66702085180232	4.14074290516469	4.4829811267538	4.31571380099698	4.72368190791532
CREB3L2	9.60025410128344	9.69342146918818	9.70254672677739	9.77601080418934	9.85895160863136	9.77016067901671	9.8093854436327	9.6857954741114	9.72350357268403	9.64253537964836
CREB3L3	-6.64385618977472	2.52598604255754	2.06645629589928	1.80000377429144	-0.0301385387384011	1.55589087185576	3.06364885662817	2.95368451808267	0.0807680102565484	2.52401236296609
CREB3L4	6.19406737942679	5.80913859060589	6.04507896863702	6.04400095104956	6.04273592637794	6.09550714943444	5.86952398810387	5.95205417005271	6.1333563675291	5.36984776773284
CREB5	4.6484772950008	3.84641046054431	4.54905104504364	4.32013915074799	4.99989929048461	4.55159095745155	4.75051433355548	4.03070659044165	3.23851602159136	4.44816241125451
CREBBP	11.6132291012896	11.4371216741033	11.5838275982048	11.6291447615207	11.6079038221786	11.671649945486	11.6725414723498	11.6936669373614	11.6345469829839	11.5724436308032
CREBL2	6.71842828390298	6.13839370351561	6.26482930310588	6.27177493061686	6.24064724710889	6.21413498941525	6.66032424909475	6.45448596821497	6.51016342658206	6.60911256322884
CREBRF	8.18400445593892	8.10096041832777	8.16739465458583	8.03431454235174	8.07404883642188	7.85481870755043	7.86933890751238	8.02987882591138	7.85502651757331	7.90007394987871
CREBZF	9.7285766163829	9.58689288438031	9.47411532463514	9.5919130750566	9.61328412977041	9.49155398654012	9.65356643047848	9.49272257047242	9.57685553962524	9.60260441395343
CREG1	10.0457185590359	9.90719836041664	9.84175777867621	10.0089729924723	9.96769317379559	10.081070104895	9.89342064872014	9.98648147705069	10.0741022946167	10.0165713847183
CREG2	3.59020663997368	3.33226706963204	3.32748008822739	3.49757237707659	3.27846990293886	2.553435347412	3.21547938602908	4.24209032303482	3.7685603337388	3.66014710032042
CRELD1	6.74564719185543	7.21007701073587	7.17580772804886	6.79598460841578	6.89768973117324	7.07464462370151	7.12091962819013	6.9619209310177	7.02136901228679	6.91393899476069
CRELD2	8.78543816784307	9.03130125632796	8.78823626259022	8.7902407958264	8.93236368090163	8.87893311654973	8.71221064639593	8.7903573183829	9.01837418050406	8.886104853304
CREM	4.58960757377028	4.52410620142343	5.3561418255683	5.04421958421913	4.59950563326227	4.96647465107973	4.28505491957811	4.91165851952199	4.92551744678466	4.95492656063891
CRH	-6.64385618977472	1.52848869321215	-6.64385618977472	-0.187620331848231	-6.64385618977472	-0.019291112903031	-6.64385618977472	-0.201419256271933	-6.64385618977472	1.20584174816383
CRHBP	-6.64385618977472	-6.64385618977472	-0.241759707872038	-0.187620331848231	-0.0301385387384011	0.973379723278338	-0.0925374711927067	-6.64385618977472	0.0807680102565484	1.78871796825109
CRHR2	3.70559170955205	2.84741308592858	2.9129215606699	2.79793076429353	3.54125648508871	3.4267869347356	1.89587916597509	2.78399227317383	2.65431760128658	1.78871796825109
CRIM1	5.9350189213469	6.01555516022552	5.97012856351766	5.77339847860006	6.31278772607151	5.8969925981111	6.06213822092984	5.78215829813028	5.5592207454693	6.26585052071487
CRIP1	7.87447195723971	8.17458066722289	8.09868435237848	8.27971697211442	8.00495893942718	8.13097152786783	8.10636875667871	8.23315516940682	8.35712448947078	8.1769036096924
CRIP2	3.32741179098667	4.69396153205797	3.82955767455294	4.3815096016588	3.54125648508871	2.29089238093281	3.70046238228353	4.68934598125096	3.06878207819453	2.78662866627804
CRIPT	6.28963240800096	6.67336751777626	6.13360263803617	6.04400095104956	6.24064724710889	6.07475164696499	6.12102327323262	6.32123535715933	6.45954300628045	6.44766664140701
CRISPLD1	8.36164162336827	8.13086082616762	8.17158230609559	8.15345744545023	8.3559776965669	8.07459110909239	8.24959669280032	8.00112094434167	7.99193082030579	8.15382080064123
CRISPLD2	3.00584295680229	3.84641046054431	4.38562626372445	4.8407524360688	4.27772630413828	2.77547663811761	3.89296873505867	4.17501243108181	4.65259785092731	4.20035881365751
CRK	8.50393138637079	8.69843945420109	8.53553446404673	8.5772522568262	8.50584070110876	8.73423133820458	8.56799233337203	8.70377164893194	8.76058186627358	8.59621589341076
CRKL	10.2448489798088	10.0626513442515	10.0909270372776	10.1423812693071	10.1424190646933	10.1284173534716	10.0302828816131	10.1536854208283	10.2556622908123	10.1139719843346
CRLF1	0.0183610495118494	1.52848869321215	1.74538903546996	1.80000377429144	-0.0301385387384011	1.96970113133771	-6.64385618977472	-0.201419256271933	0.0807680102565484	1.20584174816383
CRLF2	3.00584295680229	0.533481007972194	2.74323598546986	2.60558201306896	2.5424951780204	2.29089238093281	3.21547938602908	3.36825639160926	3.06878207819453	2.52401236296609
CRLF3	8.84012759311479	8.97059102741876	9.23495910973082	9.03189652495675	9.02117118486646	8.84562774561606	9.04430945314388	8.86938980051124	8.95583394701266	8.91041025040185
CRLS1	7.5965773350352	7.64249232050465	7.3777910843839	7.47541594120352	7.59898483225305	7.62429773965817	7.63353692600072	7.41860505841755	7.52657150893256	7.54837905988863
CRMP1	3.32741179098667	3.52473308733478	1.74538903546996	2.60558201306896	2.5424951780204	-0.019291112903031	2.47954886665172	2.3696528182702	2.65431760128658	2.20271119475764
CRNDE	7.93484205561204	7.8633909995893	7.77456860700043	7.77320064527067	7.77529904401439	7.7276324350102	7.80495113630759	7.99140616999155	7.83530914047153	8.0513772595878
CRNKL1	8.6729660896062	8.40003869836009	8.57400758871164	8.7236668600797	8.64857713447698	8.6420062827671	8.63012595755565	8.52340230621742	8.75359559743399	8.90004375106648
CROCC	8.57393922516051	8.40616462019012	8.58032119733137	8.38086055235717	8.46288975529225	8.44583477409689	8.35556570435332	8.32110003319303	8.60237414080518	8.69945442484391
CROT	5.95847409083482	5.80913859060589	5.89106995794242	6.04400095104956	6.08454984944349	5.39262135776547	5.69962983111853	5.66482356452717	5.35281693992051	5.40936670241255
CRTAM	4.00494463724543	3.52473308733478	3.4428467511256	4.0446567511851	2.95691346377558	1.96970113133771	3.35284170566138	3.24285251327139	3.06878207819453	4.20035881365751
CRTAP	10.3089788002888	10.3292341293126	10.1912723041666	10.2897217460821	10.1657381306163	10.2328116656946	10.292888221761	10.4039585788419	10.3466833046262	10.2274918636217
CRTC1	8.21841331753371	8.42438784499464	8.21280355935478	8.3427936687341	8.2171975519395	8.15588827882953	8.16351063078194	8.42579425414896	8.07273977873476	8.13626304953292
CRTC2	8.66229285056887	8.81813175559848	8.70978096744887	8.8538776755198	9.11747153017179	9.16816203718303	9.08184846786681	9.06269386103078	8.91258163329836	8.87556158272254
CRTC3	8.63707719283331	8.75713206394307	8.62985938585381	8.70578240745916	8.59171624272843	8.89678074110874	8.96884167536114	8.80706788333547	8.77445372253774	8.75419609727267
CRX	4.09235461874551	5.33119237468114	4.78599686450061	4.60380313909997	4.71049286396016	3.87388811901365	4.35213547769295	4.36755767108569	4.65259785092731	5.05798797393655
CRY1	7.01538453273803	7.5008386207754	7.44160242864175	7.30374072673291	7.0741023711492	7.66652386583439	7.33503013709068	7.54352467567279	7.37092955231221	7.30818932434604
CRY2	8.32150346994675	8.31142701667869	8.29954622059937	8.26757680154755	8.23587285317863	8.34543585902819	8.28436098233679	8.37065433446813	8.33856923999117	8.41393525366285
CRYAB	1.59379582268042	2.11178324262997	2.06645629589928	-0.187620331848231	-0.0301385387384011	0.973379723278338	-0.0925374711927067	1.37244162319542	1.07393110439621	-6.64385618977472
CRYBA1	2.32884829733053	1.52848869321215	3.64912072373491	2.38358459936795	1.95877030760579	1.55589087185576	2.47954886665172	1.78608539387476	2.39174144953525	0.212082549099138
CRYBB1	4.32669300107937	5.04747731203603	4.32676133235531	4.49693357474654	4.27772630413828	5.01085478729318	4.75051433355548	4.58985024757413	4.59122224482693	4.5221299466749
CRYBB2	5.49621851999763	6.04725917203902	5.64825800177495	5.77339847860006	5.57006778367237	5.72117414628851	5.59273598067055	5.61508050739589	5.79524191844089	5.87224548972539
CRYBG1	9.73368344672702	9.74266440348831	9.72409035043151	9.72068437346445	9.67446070319527	9.35620410494741	9.423399756963	9.29958839347519	9.43121719693072	9.45225986103074
CRYBG2	0.0183610495118494	1.52848869321215	1.74538903546996	-0.187620331848231	1.54496937782998	2.96785831199238	1.48213330929884	2.95368451808267	2.07050046296459	2.52401236296609
CRYBG3	9.58526512118443	9.35639106733598	9.42935095137683	9.47535513883103	9.54191336915016	9.38599487669719	9.41361887910298	9.52169634838124	9.51209624846969	9.53274866133511
CRYGS	1.01122115929689	1.52848869321215	3.20207985056595	3.49757237707659	2.95691346377558	1.96970113133771	2.70157170366509	0.790262546892923	2.87638260913791	2.20271119475764
CRYL1	5.81165755984203	5.80913859060589	5.59935832056982	5.92537519583522	5.83794951671156	5.45819443591402	5.69962983111853	5.51013316286282	4.76803094521682	5.90025512947861
CRYM	0.0183610495118494	-6.64385618977472	1.33178511983294	1.38634662868611	-6.64385618977472	-6.64385618977472	-0.0925374711927067	-0.201419256271933	0.0807680102565484	-6.64385618977472
CRYZ	5.17437033046491	4.7719347079757	5.38528112679154	4.70329925719497	4.99989929048461	5.09571811534977	4.84669507074583	4.53740501602116	5.68205251569472	5.24434860262908
CRYZL1	7.64074267093647	7.51224275686578	7.56133506302857	7.41799095325716	7.56246086426705	7.38395202728305	7.55028573833886	7.53686130340044	7.54287244211592	7.494274599901
CS	10.5908948999804	10.7083630084875	10.599070013802	10.6096451957633	10.6753073077007	10.720909185806	10.6418757418606	10.7119027753367	10.6548481089879	10.5248890805097
CSAD	5.86227477574926	5.98313875078929	5.93114073701589	5.60350644674199	5.81329181106239	5.55128332975126	5.75024633184139	5.42608789168662	5.73975699390172	5.75442996040668
CSDC2	3.00584295680229	2.11178324262997	2.32891652660244	3.49757237707659	2.27995595172213	0.973379723278338	2.21703171986152	2.59164639846426	2.87638260913791	2.52401236296609
CSDE1	13.5097345153715	13.4099390642036	13.4757906040837	13.5393229848383	13.4013634914406	13.5639504761092	13.4997911725927	13.5908614554725	13.6013656874764	13.5736635639273
CSE1L	10.766436079084	10.5513946532473	10.6517314157522	10.7012504415143	10.6494210963642	10.6629895600316	10.6401991745524	10.6211090595417	10.6780952469299	10.6984317221569
CSF1	4.3970480919456	4.69396153205797	4.59965586713554	5.08168307848634	4.47926314589783	5.13634838032778	5.02172447467925	5.30582283607455	5.31535152483063	5.1999663769584
CSF1R	10.6870490925832	10.6719644680695	10.5109274482867	10.6160429261065	10.5752835082949	10.711696062407	10.7081895902568	10.7734261997065	10.710024480365	10.7073771021569
CSF2	0.0183610495118494	-6.64385618977472	0.74968551987077	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.0925374711927067	-6.64385618977472	0.0807680102565484	-6.64385618977472
CSF2RA	7.84959835778917	7.43045327548251	7.62379591348454	7.62881767791508	7.4308712705988	7.79896793287743	7.63353692600072	7.82087890707889	7.60629449473334	7.73880018655824
CSF2RB	8.57013775489074	8.67833236816697	8.41707895774617	8.53398595287382	8.645088235442	8.55476613664659	8.47323846298695	8.59250512077414	8.55494003876947	8.37454298626224
CSF3	-6.64385618977472	-6.64385618977472	0.74968551987077	-6.64385618977472	-0.0301385387384011	1.96970113133771	-0.0925374711927067	-6.64385618977472	0.0807680102565484	-6.64385618977472
CSF3R	10.0539078795887	10.1492005907091	9.94566549136788	10.0532561922761	10.0225024585807	10.2139527961963	10.0569177557476	10.1580341276472	10.0852751032886	9.99886955493443
CSGALNACT1	5.04887576753382	4.84590888643424	4.98946144999108	4.70329925719497	5.04295475132516	4.66702085180232	5.02172447467925	4.58985024757413	4.76803094521682	4.59248937513098
CSGALNACT2	8.18400445593892	8.39388665389202	8.30336781041657	8.13129657987019	8.24050414852799	8.46589982569019	8.32667044980654	8.26575876343047	8.37998790603554	8.16540836966931
CSK	10.6747108331809	10.7474891090734	10.6464757230298	10.7169604307564	10.7600002184549	10.7408086261492	10.6618440339801	10.6835260419333	10.7701082945459	10.605788096866
CSKMT	4.46413116253074	4.10927769438284	5.02692451055364	4.60380313909997	4.3480802130012	4.28867958433338	5.1018708175332	4.78242043734558	4.23775153628814	5.10688313833487
CSMD1	4.17476979086683	2.84741308592858	3.54966718728011	3.60439634083299	3.95598414488554	3.28941756037227	3.06364885662817	3.68990503889408	3.52774469099961	3.20114336695322
CSMD2	2.59140402662592	3.52473308733478	2.9129215606699	2.12110302259059	2.95691346377558	2.96785831199238	2.89393953121898	2.78399227317383	3.52774469099961	1.20584174816383
CSMD3	5.49621851999763	5.43070415702686	5.41384351077205	5.57751663316019	5.54032676694375	5.61016471233232	5.50702440936614	5.30582283607455	5.9499380930393	5.24434860262908
CSNK1A1	11.6306719601626	11.5277043957311	11.6241093564993	11.634669294237	11.5775684020795	11.7313034777164	11.7296294665758	11.8042679583086	11.7795927482604	11.7836008659479
CSNK1D	10.7589415856744	11.0093153507862	10.8496119926602	10.8340958089564	10.8574371175637	10.9814353237673	10.8440182988527	11.0516140292768	11.0212648959684	10.8198016406058
CSNK1E	9.82902036011316	10.0052925119594	9.77589513664498	9.95826060251218	9.85895160863136	10.1004525972102	9.88919197979248	10.0333922884284	10.0628422834658	9.90522126639314
CSNK1G1	8.357236578377	8.23088619684383	8.26468858322959	8.3581411628361	8.31265160736036	8.35407451249276	8.46946681536812	8.52676906592186	8.45512003848309	8.15962621888514
CSNK1G2	10.4490709241538	10.5651477171035	10.3704472359199	10.6184347794139	10.5540467940445	10.5953790808035	10.5802570175997	10.5199981960869	10.643555009778	10.6015292427938
CSNK1G3	8.73200014269099	8.72808420961142	8.85745478297796	8.83480535701081	8.6133025495694	8.89382142777913	8.87502158769858	8.7903573183829	8.82531666387178	8.80323247399351
CSNK2A1	10.7079579564341	10.8088893040769	10.8239020141334	10.7072553883473	10.678723972954	10.7024237251916	10.7185543343826	10.754166313137	10.7091219552022	10.7464766911386
CSNK2A2	10.4134472724296	10.4849388042766	10.5395612114582	10.5415387748832	10.5577626633421	10.5556738674424	10.6156674244008	10.5964878950214	10.593570220066	10.7152822530922
CSNK2A3	1.01122115929689	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.962476840967328	-6.64385618977472	-6.64385618977472	2.10717660486064	-6.64385618977472	-6.64385618977472
CSNK2B	10.8805703569502	11.111263080893	10.7943349671705	10.9069979550304	10.9070749049703	11.087553282692	10.9254277048686	11.0262668637262	11.1046151498776	10.9112482984394
CSPG4	8.7114393072384	8.90721338520621	8.9651102593682	9.01020187145577	8.80370945226431	9.39857641200483	9.40179361781333	9.35556532154488	9.42683216586005	9.37950458385119
CSPG5	5.28981681557988	5.27873822750783	4.87085587990058	5.22250598351109	4.76294060409314	5.21432930349158	5.31862358604041	5.06772856043118	5.42494950442086	5.24434860262908
CSPP1	9.23768933247004	8.94977297390426	9.30525201184832	9.40690082151702	9.20063145277249	9.15586298693646	9.28433784534592	9.29958839347519	9.11693617774784	9.31073222162067
CSRNP1	9.78049519461235	10.2649577544858	9.99730252127921	9.94307435216187	9.66759896686541	9.97024798449226	9.8212716408637	9.82767164909249	10.1073644437129	9.82894631597386
CSRNP2	8.02646890283558	8.36901273117757	7.979541618078	8.3466458757314	8.20303069842175	8.49743451691092	8.40379253678727	8.66457471418968	8.62168712225182	8.55716413972588
CSRNP3	2.00763791959183	2.11178324262997	0.74968551987077	2.12110302259059	2.76453379560157	2.77547663811761	1.89587916597509	1.78608539387476	1.07393110439621	1.20584174816383
CSRP1	9.43869477528386	9.63723932574826	9.39931256524057	9.40874449435798	9.33445494145413	9.41724534861796	9.423399756963	9.36311860097594	9.53468664570593	9.44514723662341
CSRP2	2.81345443888534	3.84641046054431	3.98991552608015	3.96670280511496	1.54496937782998	3.96693601884881	3.59363254107096	3.95275311625024	3.97487005992654	4.10730172609468
CSRP3	1.01122115929689	1.52848869321215	2.32891652660244	0.804140879500438	2.5424951780204	0.973379723278338	1.89587916597509	1.78608539387476	0.0807680102565484	1.78871796825109
CST3	11.0075706776511	11.226523452796	11.0201168008277	11.0766322214374	11.1293622117158	11.2062142958689	11.1268211679396	11.2331132164822	11.1458859611099	11.1811473285756
CST6	1.01122115929689	2.11178324262997	-0.241759707872038	2.38358459936795	1.54496937782998	2.29089238093281	-0.0925374711927067	1.78608539387476	1.07393110439621	0.212082549099138
CST7	5.25235181517035	5.16773664557063	5.20090362464353	5.15381208236514	4.90973056984385	5.17586565839499	4.75051433355548	5.03026517512995	5.52680622167977	5.44783191695324
CSTA	8.02646890283558	7.62158438479935	8.01725980892644	8.07667898062872	7.84993452457836	8.1509392366837	8.20492913410099	8.13067574153149	8.21176854942337	8.15962621888514
CSTB	9.01530089404925	9.24801662338289	9.18611933078726	9.25120566647852	9.23816646983091	9.48370267494631	9.25615553399895	9.584431268529	9.51416460050398	9.39926754397609
CSTF1	8.07556160114752	7.85445825961662	7.9309633951701	7.70281461482374	7.94946602926121	7.82405779691675	7.81687377270858	7.90607757053729	7.98598178815376	7.87206075796338
CSTF2	8.25202059482893	8.35007174421884	8.15475827038743	8.31946188941737	8.03192494699191	8.13097152786783	8.20038536319194	8.16996348973157	8.07834227727296	8.35948909651498
CSTF2T	7.93484205561204	7.45429864637962	7.66001428788942	7.67244243910404	7.81930424783246	7.66652386583439	7.6799701977767	7.60851852391254	7.70375546754031	7.58335335213958
CSTF3	9.98847841864123	9.89200068856385	9.93215369931074	10.0162470301075	10.039876319588	9.95896596725358	10.0096543815147	9.96554592215496	9.89838400505308	9.99075090153785
CT45A3	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.804140879500438	-6.64385618977472	-0.019291112903031	-0.0925374711927067	0.790262546892923	-6.64385618977472	-6.64385618977472
CT476828.1	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.10	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.11	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.12	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.13	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.14	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.15	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.16	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.17	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.18	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.19	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.2	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.20	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.21	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.22	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.3	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.4	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.5	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.6	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.7	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.8	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT476828.9	0.0183610495118494	0.533481007972194	-0.241759707872038	-0.187620331848231	-0.0301385387384011	-0.019291112903031	-0.0925374711927067	-6.64385618977472	0.0807680102565484	0.212082549099138
CT55	-6.64385618977472	0.533481007972194	-0.241759707872038	1.38634662868611	-6.64385618977472	-0.019291112903031	-6.64385618977472	-0.201419256271933	2.07050046296459	1.20584174816383
CTAGE15	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.55589087185576	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.78871796825109
CTAGE4	1.59379582268042	-6.64385618977472	3.98991552608015	3.88429492255843	3.65663837437059	-6.64385618977472	3.59363254107096	3.68990503889408	2.07050046296459	-6.64385618977472
CTAGE6	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.54496937782998	-6.64385618977472	1.48213330929884	-6.64385618977472	-6.64385618977472	-6.64385618977472
CTAGE8	3.00584295680229	4.33155069529032	-6.64385618977472	-0.187620331848231	3.27846990293886	4.05434458919543	3.06364885662817	-6.64385618977472	3.39036625038045	4.28777549142466
CTBP1	10.5710606117541	10.6320125909745	10.4917967228636	10.5203784470204	10.4658285960195	10.619763083146	10.4580615795614	10.4814786556179	10.5798115332014	10.5349739119041
