CTL_S1	CTL_S2	CTL_S3	CTL_S4	CTL_S5	PMA_S6	PMA_S7	PMA_S8	PMA_S9	PMA_S10
C19orf53	9.3696698047021	9.10107956063185	9.32279303214669	9.25722038479376	9.14297922651806	9.08472791891428	9.01769013039903	9.05961900990253	9.19448208790974	9.30487291923214
C19orf54	8.67255311272977	8.5890071340773	8.62211230485298	8.45385193362367	8.58419545921256	8.11378247916794	8.40161993969	8.24180130648409	8.32237735707995	8.3733253415269
C19orf57	5.44018932451798	5.75679060379839	6.02735030482996	5.07572701660568	5.63994233300787	4.89755844540029	5.05286240121992	5.14818438925255	4.88469960899783	5.03789851796485
C19orf66	6.61632682747403	6.73112448122778	6.7521557041362	6.53488638091667	6.61231971013812	5.87035393490347	6.59099729002342	6.129367922182	5.95261564308617	6.19198479164046
C19orf67	-0.187475957569146	0.931219366907536	2.44481882131142	0.761904080720004	1.50179838587082	0.155200871433709	-6.64385618977472	1.45261843044882	-0.054920014195448	0.0968170100787238
C19orf71	3.88444086106013	3.38444754280536	4.5582563008458	3.92424668026986	3.72018254623063	4.6022125620319	5.41533589477468	4.86287116245472	4.51560822845416	4.89110418098803
C19orf73	2.38373035691854	2.92553389775275	3.31808298816349	3.45512684886741	2.91364840219979	2.95140811476139	3.2465936244179	2.18747408342942	2.51749916790388	0.0968170100787238
C19orf81	3.70399886023716	3.62524308651621	2.66683265217395	3.56194808827986	2.49924896315255	2.46672715200977	2.98386319277872	3.95077140589635	3.39082255780526	3.89159028846376
C19orf84	-6.64385618977472	1.9274315447464	-0.126955216858632	1.34402784871907	-6.64385618977472	-6.64385618977472	0.669211330326305	-0.12184040444295	-0.054920014195448	-6.64385618977472
C19orf85	-0.187475957569146	-6.64385618977472	2.44481882131142	-0.22961308198715	-0.0730112380425258	0.155200871433709	-6.64385618977472	-0.12184040444295	0.937567088924787	0.0968170100787238
C1D	6.49660030852713	6.50875469327621	6.85732853044974	7.08439425884094	6.85437171911102	6.98779056676115	7.23006199962499	7.10088512091904	7.43789271030434	7.16017945440622
C1GALT1	7.6478217886444	7.81244118109289	7.77613315238696	7.84089683893774	7.92301922724513	7.71968411380878	7.45460840578409	7.40161941603055	7.73098267229477	7.7906872755955
C1GALT1C1	6.71500138006109	6.80640570336086	6.69023382498361	6.58641122229796	6.70628655917202	6.60176700958267	6.44163599172073	6.50639017043574	6.71151224359341	6.42328110282007
C1GALT1C1L	3.38234749655464	3.24708216352933	3.18072411168963	3.56194808827986	3.91269078242516	2.72932651712938	2.66239093912885	2.86435778915943	2.25496859428706	2.89256201231797
C1orf100	-0.187475957569146	-0.0612346938358584	-0.126955216858632	0.761904080720004	0.919380810664841	0.155200871433709	0.669211330326305	-0.12184040444295	-6.64385618977472	1.09005591617577
C1orf105	2.1212487243016	1.51365775817632	-6.64385618977472	2.56316914972977	2.23672480240172	0.155200871433709	2.66239093912885	1.86633757814655	2.51749916790388	3.89159028846376
C1orf109	7.34298413330947	7.46287434076268	7.3411088561465	7.32331676325404	7.44319688843236	7.17570963411678	7.0352597160899	6.79324270129058	7.00694263428579	6.95374409473544
C1orf112	8.09067448086796	8.02172134857277	8.00191862287029	8.09327390131905	8.07669289194751	7.74216706958961	7.77911704456028	7.68262446587886	7.58114189618082	7.68324602340699
C1orf115	5.7504651299327	5.56779413282242	5.06708788561295	5.14609597350272	5.3715126755405	5.00061855734743	5.11995684141201	4.72090344608151	5.48492589304135	4.72766379025114
C1orf116	1.38649210746592	1.51365775817632	2.18231427528974	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.669211330326305	2.18747408342942	2.25496859428706	2.40791209326434
C1orf122	7.00556645519717	6.67866209100541	6.77619896593491	6.84095976345992	6.99930813686002	7.332100939411	7.89857549162398	7.49181205391432	7.51505623726342	7.50960691392823
C1orf127	4.60394911643538	4.447856911822	4.5582563008458	4.39791176138	4.55620207341694	3.31356365834357	3.98295107798634	4.18509670525997	4.51560822845416	3.543932065556
C1orf131	9.15577566288019	9.00047751704217	8.98393706480628	9.07306997764452	9.13092678035454	8.71964989276761	8.59088504559027	8.5312992583763	8.70483649806819	8.85478361899654
C1orf141	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.66466798736739	-6.64385618977472	-6.64385618977472	0.0968170100787238
C1orf143	-0.187475957569146	-6.64385618977472	-0.126955216858632	0.761904080720004	-0.0730112380425258	1.73150041003257	2.66239093912885	1.86633757814655	-6.64385618977472	1.09005591617577
C1orf146	2.9677710980247	2.73316006510634	3.31808298816349	3.45512684886741	3.0833606541729	3.84363181862387	3.46876888211048	3.32324899349531	2.93190662937638	3.25470029523488
C1orf158	5.15395807873747	4.38375662194689	4.31735953416405	4.70811942323557	4.77024229329852	4.89755844540029	5.24545315042862	5.64402352752174	4.73791054320449	5.03789851796485
C1orf159	6.82955066126604	6.63802413023286	6.82311580134526	6.57370149913099	6.30423252336599	7.07303133140412	7.11964565397615	7.04239382049181	6.6983381177817	7.00223876505459
C1orf162	7.46141858668896	7.35834990229061	7.87407388288575	7.64218653940935	7.65999671016426	7.2297458052129	7.21479626527789	7.33819787061622	7.43789271030434	7.31217246119394
C1orf167	-6.64385618977472	-0.0612346938358584	-0.126955216858632	-0.22961308198715	0.919380810664841	1.14870853146034	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
C1orf174	7.75606947904047	7.7050626050252	7.68382275140879	7.70180759827568	7.80054048790124	7.37109268342826	7.3184121653127	6.92858290533906	7.36473062628285	7.34073983338503
C1orf185	0.804286080573775	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.50179838587082	2.14545137232005	-6.64385618977472	1.86633757814655	0.937567088924787	-6.64385618977472
C1orf189	2.1212487243016	1.9274315447464	1.44746617649295	1.75764388426311	2.72127681319755	2.14545137232005	0.669211330326305	2.44998052145953	0.937567088924787	2.40791209326434
C1orf194	1.38649210746592	3.24708216352933	3.31808298816349	4.39791176138	3.49797256036981	3.72823834106173	2.24811285532536	2.67199570460639	3.25345656946892	3.99106115714728
C1orf195	0.804286080573775	1.51365775817632	2.44481882131142	2.34118351932317	1.50179838587082	1.14870853146034	0.669211330326305	1.86633757814655	2.7395316013284	2.08666344995084
C1orf198	8.19692941045609	8.25011062461944	8.20154901477926	8.22509449975305	8.2201199382073	8.66969927642539	8.70999329241226	8.5312992583763	8.47694981485817	8.5345130071787
C1orf21	8.69690238239576	8.58544940717029	8.74902133395588	8.6482247925028	8.66999116163338	8.58101636903696	8.49304034789265	8.53483952050806	8.664760032626	8.31212707036322
C1orf210	0.804286080573775	2.51112922485314	2.44481882131142	2.9251966627224	1.91556173693409	1.73150041003257	1.66466798736739	3.44865975601647	2.51749916790388	2.08666344995084
C1orf216	7.42544135671552	7.49356941638598	7.45719904134346	7.43995468545322	7.42751617219922	7.65795811602209	7.27491329366693	7.38602348840093	7.56671558272745	7.45838445211644
C1orf220	5.44018932451798	4.92410902266566	5.02757147574404	5.24560448528037	5.66690402276777	4.89755844540029	5.24545315042862	4.67029691100784	5.05973050275928	4.08411385489177
C1orf226	6.8622140103598	6.70513174180862	6.70283264693236	6.3081420019893	6.52659886411703	6.53465988706008	6.78952372812288	6.57677194152977	6.19699806673721	6.25337711404131
C1orf229	3.79703907353268	3.9245841374091	4.7157342294606	3.56194808827986	3.72018254623063	2.72932651712938	2.66239093912885	3.18588960002026	2.7395316013284	4.08411385489177
C1orf35	9.56420419092931	9.4114949705668	9.5384619109018	9.56717127994545	9.14297922651806	8.97193830933355	9.12366052778755	8.93118311218125	9.38124760944811	9.25821223028337
C1orf43	11.1105905775736	11.0451740960103	11.0525830982594	11.1021057877463	11.0891586868356	11.1251868765029	11.1807351867986	11.0718353474882	11.1696196556998	11.1627540643476
C1orf50	9.18404289713068	9.34150850469398	9.20374229844566	9.16490719270691	9.19252795436348	9.02485758880303	8.98206691652407	8.97614609334415	9.14920879314024	9.13041264219962
C1orf52	7.98093325774195	7.94050076834196	8.06182923491446	7.92835597866013	8.10160960912253	8.67749745600438	8.38807381031787	8.61729951967571	8.68159405909306	8.65315443205195
C1orf53	3.70399886023716	4.17236163152086	3.55886852507385	4.39791176138	3.49797256036981	4.39080223982267	4.36125213129241	3.67086339783123	2.93190662937638	4.33190705422717
C1orf54	8.4790358254225	8.40345662316722	8.36107371459161	8.49487804829984	8.41956930129855	8.54736686863519	8.6085144851634	8.60050470731348	8.58110422587889	8.41422215669296
C1orf56	4.88395233823983	4.96848874216482	4.85770176173279	4.7982837811028	4.86642350010989	5.42792422544349	5.18406914081305	5.38628221568645	5.05973050275928	5.50984440271607
C1orf74	7.13595338951206	7.30742912594738	7.29192439244318	7.46769809335513	6.95624283207363	5.81486849350996	5.90827804276379	5.69554370512482	5.65822102656278	5.54300407059569
C1QA	0.804286080573775	0.931219366907536	0.865146181935228	-0.22961308198715	-6.64385618977472	0.155200871433709	-6.64385618977472	0.87028902420983	0.937567088924787	-6.64385618977472
C1QBP	10.2636180947544	10.3062691720804	10.2792804739946	10.2552200598193	10.2063654865633	10.3637849129321	10.3021734106988	10.0485031422384	10.134598841551	10.2380930421303
C1QC	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.761904080720004	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	0.0968170100787238
C1QL1	3.96684874910704	3.50986329438875	3.85819925329199	3.45512684886741	3.49797256036981	2.95140811476139	4.36125213129241	3.67086339783123	3.51623881702784	3.66935986656137
C1QL3	3.70399886023716	2.92553389775275	2.66683265217395	3.84184041871803	2.91364840219979	2.95140811476139	2.66239093912885	4.1111378659852	2.7395316013284	3.25470029523488
C1QL4	3.96684874910704	3.62524308651621	3.66569628429114	4.00219917586244	4.6127620159486	2.72932651712938	2.66239093912885	2.86435778915943	3.63161903875929	2.67049335354237
C1QTNF1	0.804286080573775	2.92553389775275	1.86118060542028	1.34402784871907	-0.0730112380425258	0.155200871433709	0.669211330326305	3.32324899349531	2.7395316013284	2.67049335354237
C1QTNF12	-6.64385618977472	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-6.64385618977472	1.73150041003257	-6.64385618977472	0.87028902420983	1.93379591796632	-6.64385618977472
C1QTNF2	2.1212487243016	2.24860088033811	2.44481882131142	2.34118351932317	1.50179838587082	2.72932651712938	1.66466798736739	2.86435778915943	0.937567088924787	2.40791209326434
C1QTNF3	4.75073309100871	4.78213917485081	5.14301466907635	4.660832106234	4.71963510134405	4.6022125620319	3.98295107798634	4.99211168183331	4.83741017254511	4.99060744154947
C1QTNF4	0.804286080573775	-0.0612346938358584	0.865146181935228	0.761904080720004	1.50179838587082	2.72932651712938	0.669211330326305	1.45261843044882	1.93379591796632	0.0968170100787238
C1QTNF5	1.38649210746592	1.51365775817632	1.44746617649295	1.75764388426311	2.49924896315255	1.73150041003257	1.66466798736739	1.45261843044882	-6.64385618977472	1.09005591617577
C1QTNF6	4.79652003451261	4.62465839655904	4.90208080291107	4.45446896878218	4.91221173406706	4.72769394508266	4.36125213129241	4.76979481086052	4.51560822845416	4.66879278893943
C1QTNF7	4.65455473199226	4.62465839655904	5.21514453792075	4.88314304992058	4.99964639104792	4.04994870220796	5.24545315042862	4.95030483884329	4.51560822845416	5.21293503472223
C1QTNF9	2.1212487243016	2.51112922485314	2.44481882131142	2.75550905918442	2.49924896315255	3.46542163611332	2.66239093912885	1.45261843044882	1.52001657129736	0.0968170100787238
C1QTNF9B	-6.64385618977472	-0.0612346938358584	2.44481882131142	1.34402784871907	-0.0730112380425258	2.14545137232005	-6.64385618977472	0.87028902420983	0.937567088924787	-6.64385618977472
C1R	2.79807659170384	1.9274315447464	1.86118060542028	1.34402784871907	2.23672480240172	3.46542163611332	2.98386319277872	3.77032355265632	3.39082255780526	2.08666344995084
C1RL	7.39599930924477	7.37493178167933	7.33302700972258	7.29262190327047	7.26055477091861	6.7861737557597	7.0000730034096	7.07193587758949	7.03864905554455	7.22291091756819
C1S	6.31974338622921	6.05313405463897	6.33311648436732	6.32340684213185	6.12139313660627	6.2084711380967	6.36072557192301	6.4475030935474	6.33958395389899	5.91639189237769
C2	7.71493271464721	7.76290396236366	7.7581375492232	7.72498281634484	7.79444056256379	7.78610839568729	8.16795509437047	7.51350592871457	7.71798594631203	7.71268838328052
C20orf144	1.80014939232322	0.931219366907536	1.44746617649295	0.761904080720004	0.919380810664841	-6.64385618977472	2.24811285532536	0.87028902420983	0.937567088924787	1.09005591617577
C20orf194	7.59697522783672	7.95711480973404	7.79978335028781	7.99183248608227	7.92860002999486	8.44143636194825	8.11137357248367	8.57665858481915	8.4178970806166	8.34540219025079
C20orf197	6.85140818777797	6.85449576542992	6.42722735997768	6.93339820105372	6.83072251190104	5.97530618798855	6.18387070772129	5.88498724087466	5.83715783785518	5.75595532236099
C20orf203	2.9677710980247	3.50986329438875	3.94560357502692	3.66140232097654	3.0833606541729	2.14545137232005	2.24811285532536	3.18588960002026	1.52001657129736	2.67049335354237
C20orf204	3.38234749655464	2.73316006510634	2.66683265217395	-0.22961308198715	1.50179838587082	2.72932651712938	2.24811285532536	-0.12184040444295	0.937567088924787	2.67049335354237
C20orf27	9.03204255955877	9.12333196537178	9.00697925999221	9.01784150223217	8.98322339664404	8.50417035133406	8.6085144851634	8.48812430180126	8.63395475307947	8.6185750696704
C20orf96	7.23072509218471	7.18112101018585	7.12409406391658	7.0388830068406	7.21561034229928	6.44613306134945	6.78952372812288	6.49189220369255	6.33958395389899	6.45846648061325
C21orf58	8.58067333678662	8.39940990978739	8.41948865965053	8.53148718938322	8.50048699846772	7.48211754043803	7.92695611520586	7.86243727428187	7.79426600254676	7.50960691392823
C21orf59-TCP10L	8.12248206502899	7.99515266001126	8.12404235251352	8.40446533955297	8.29979559385235	7.80046304152013	7.33262513837081	7.80495429967364	8.2154656200964	7.95983788148584
C21orf62	3.96684874910704	4.83103129745873	4.31735953416405	4.96328697243259	4.66718796089133	3.46542163611332	3.98295107798634	4.95030483884329	4.25269996238698	4.40587181646344
C21orf91	7.41813698211002	7.23661237135139	7.34914568089197	7.46769809335513	7.56286052015876	8.99083814073645	8.66014595413882	8.7752975427993	8.91018442896865	9.02286993667061
C21orf91-OT1	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.22961308198715	-0.0730112380425258	1.14870853146034	1.66466798736739	-0.12184040444295	-0.054920014195448	0.0968170100787238
C22orf15	2.79807659170384	3.83153806982977	3.18072411168963	3.33975924896775	2.49924896315255	2.46672715200977	3.2465936244179	0.87028902420983	2.25496859428706	2.67049335354237
C22orf23	5.70316834799211	5.20942594795797	5.47223896664413	5.1113404924484	4.95659133432515	5.66603296448881	5.78965413623625	6.07204310197683	5.81291456883536	5.57541867202365
C22orf24	3.11958976885454	1.9274315447464	2.18231427528974	3.33975924896775	2.91364840219979	1.14870853146034	3.46876888211048	2.67199570460639	3.10162155705882	2.40791209326434
C22orf31	1.38649210746592	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-0.0730112380425258	-6.64385618977472	0.669211330326305	-0.12184040444295	-6.64385618977472	0.0968170100787238
C22orf34	6.48266266876112	6.44736103696307	6.66470122761524	6.22929680980369	5.93433627703652	6.4277566533254	6.46762823636899	6.85118492929944	6.51513510607948	6.69811178311254
C22orf39	8.0006282847774	7.9123783234912	7.98138249875452	7.94325424656821	8.04621342651068	7.81467626628442	7.98209544632096	7.59037059533129	7.9744663454753	7.67579058217652
C22orf42	-6.64385618977472	-6.64385618977472	-0.126955216858632	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.054920014195448	-6.64385618977472
C22orf46	9.14696543904239	9.17395714641045	9.31049745417472	9.24725025953525	8.76974657561761	8.8564634861685	8.7045389928174	8.81660358757636	9.02015507006708	8.96898815112972
C2CD2	8.07217882011899	8.10856136548119	7.94472549733167	7.83025006085589	7.94521406581691	8.00022418562535	7.78945851964548	7.91228371829648	7.90735488111714	8.15477597341035
C2CD2L	8.57082580892645	8.48209481208113	8.40414114597213	8.54131235460873	8.59827027947119	8.17014292632981	8.36059390204623	8.16163368117023	8.31807735418417	8.39164497575782
C2CD3	10.0368058748503	10.0542178834458	10.109882586665	10.0662674820808	9.98588821671563	10.1094261614988	10.157974755842	10.2406820595673	10.1600479086024	10.1372016798935
C2CD4A	3.60454225816138	3.50986329438875	2.85919372204867	2.07871842816194	1.91556173693409	2.46672715200977	3.66125106586522	3.56403532599424	2.93190662937638	1.67275765934632
C2CD4C	0.804286080573775	-6.64385618977472	2.18231427528974	0.761904080720004	2.49924896315255	2.95140811476139	2.98386319277872	2.18747408342942	3.63161903875929	1.67275765934632
C2CD4D	2.79807659170384	3.62524308651621	3.18072411168963	2.34118351932317	3.61335154616954	1.73150041003257	2.98386319277872	3.18588960002026	2.7395316013284	3.08496422064952
C2CD5	8.94577718532201	8.90950569043397	8.96052086662609	9.02719432137287	8.92019092929533	9.0729509689285	8.90331440580627	8.83107375105101	9.00150537449663	8.88742447355267
C2CD6	5.18871384904415	5.01154391111665	4.5582563008458	4.84133725296913	4.66718796089133	5.53481549167762	4.90851824081053	5.5065488540376	4.63103692764242	4.78422637576989
C2orf15	3.60454225816138	1.9274315447464	3.66569628429114	2.75550905918442	2.72127681319755	2.14545137232005	3.2465936244179	1.86633757814655	2.93190662937638	3.543932065556
C2orf16	5.08182907275573	5.24594207582543	4.85770176173279	5.56103161349493	4.91221173406706	5.09680479818844	4.98249480424916	5.22031432933952	4.83741017254511	5.12806971135048
C2orf27B	2.6057278105312	3.73207477780239	3.02889778966716	2.56316914972977	3.37255776157821	2.95140811476139	3.46876888211048	2.44998052145953	2.51749916790388	2.40791209326434
C2orf40	-6.64385618977472	-6.64385618977472	-0.126955216858632	0.761904080720004	-0.0730112380425258	-6.64385618977472	0.669211330326305	-0.12184040444295	-6.64385618977472	-6.64385618977472
C2orf42	6.39608496252642	6.24575197358471	5.94490115563038	5.73092266024349	6.04123462955969	6.2084711380967	5.70478104489281	6.32198723899908	6.0177003941611	6.33136967271379
C2orf49	7.94071777194063	7.9123783234912	7.81146463319879	7.88785830248681	7.93969728512712	7.54314363154223	7.18377148093954	7.4549145475781	7.74386335997039	7.6379242730629
C2orf50	3.38234749655464	4.01199109092771	3.66569628429114	4.50889238111325	3.49797256036981	4.04994870220796	4.36125213129241	4.50686616888956	4.10078095599296	3.78474985577722
C2orf66	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	1.14870853146034	-6.64385618977472	-6.64385618977472	0.937567088924787	0.0968170100787238
C2orf68	8.91756416094024	8.79403097315478	8.90980214522852	8.71050755139045	8.9561556933552	8.39015735865159	8.53666608755507	8.47344066707809	8.31376449665655	8.40973489744628
C2orf69	8.4860390173613	8.48591641629585	8.51545500643971	8.63605038328825	8.59125003337985	8.59755130744026	8.23758691855	8.39379963401905	8.54843889964824	8.4626822486704
C2orf72	1.38649210746592	2.92553389775275	3.18072411168963	2.07871842816194	1.50179838587082	2.95140811476139	2.24811285532536	1.86633757814655	2.7395316013284	1.67275765934632
C2orf73	-6.64385618977472	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.12184040444295	-6.64385618977472	-6.64385618977472
C2orf74	7.03451559823246	6.90103439354958	6.7521557041362	6.83031345145493	7.18795587805846	6.48219823059923	6.27500644592798	6.09140556763018	6.63060019011604	5.89086106581473
C2orf76	4.60394911643538	4.87832066177709	5.47223896664413	5.33869012270075	4.81913427118206	5.04951313611875	5.3609011130676	5.14818438925255	5.1398774697651	4.72766379025114
C2orf80	1.38649210746592	0.931219366907536	2.18231427528974	1.34402784871907	2.49924896315255	1.73150041003257	3.2465936244179	1.45261843044882	1.52001657129736	2.08666344995084
C2orf81	5.25581006463898	5.31631329982071	5.61238653295658	5.00174895013682	4.91221173406706	4.04994870220796	4.36125213129241	4.90725025756407	4.57447668823089	4.83865476799561
C2orf88	4.3202851150342	3.9245841374091	4.02801371587905	4.21358050615543	4.91221173406706	3.72823834106173	4.74811007999336	4.61785047607427	4.45423510641661	4.17152665901428
C2orf91	5.00590324540901	5.17196150368673	4.66512776451721	4.75390586471987	5.19752795305052	5.14259531326287	4.90851824081053	5.53511178367682	5.05973050275928	5.40553148963008
C2orf92	5.18871384904415	4.09440357131832	4.66512776451721	4.56133716978251	4.99964639104792	4.6022125620319	4.24583340860755	4.61785047607427	4.88469960899783	4.5433134685784
C3	10.9938388812773	10.9453151108313	10.9644283944293	10.9024905981355	10.8868716025581	10.8692641135091	10.8901383287979	10.8122100140908	10.8240826676562	10.880932163943
C3AR1	1.80014939232322	0.931219366907536	1.44746617649295	1.75764388426311	1.50179838587082	3.1438200309712	3.66125106586522	3.67086339783123	3.51623881702784	3.78474985577722
C3orf14	6.93567001596731	6.70513174180862	6.45728113726593	6.71929228130356	6.75735593820634	6.49989826433367	6.30414906561254	6.54902988573016	6.64440460296219	6.86474649483899
C3orf18	1.80014939232322	3.62524308651621	3.31808298816349	2.75550905918442	3.0833606541729	2.72932651712938	3.2465936244179	1.45261843044882	1.52001657129736	2.89256201231797
C3orf20	-6.64385618977472	-6.64385618977472	-0.126955216858632	0.761904080720004	-0.0730112380425258	1.14870853146034	-6.64385618977472	1.86633757814655	0.937567088924787	1.67275765934632
C3orf33	4.84089842250049	4.56809826034118	4.02801371587905	4.660832106234	4.77024229329852	5.75716345626444	4.83054241501269	5.44766838782971	5.42220445504359	5.36901434093697
C3orf35	3.49771828517751	4.2463222051747	4.25027979672358	3.84184041871803	4.30478010677653	4.23041847354117	4.46811719497683	5.03274107421872	5.1398774697651	5.33154882212653
C3orf38	8.01037588199735	7.9789733706806	7.94472549733167	7.97742998960291	7.97248589977738	7.94960012492964	8.03520472040448	7.86243727428187	7.75026083336422	7.75575508240766
C3orf49	4.11875957521967	3.83153806982977	4.31735953416405	4.27767703415906	4.23442727705708	3.46542163611332	4.46811719497683	4.44799891959025	3.25345656946892	3.99106115714728
C3orf52	-0.187475957569146	1.51365775817632	1.44746617649295	3.07700980971373	2.23672480240172	0.155200871433709	2.24811285532536	1.45261843044882	1.52001657129736	1.09005591617577
C3orf56	3.11958976885454	2.73316006510634	2.66683265217395	2.9251966627224	3.37255776157821	0.155200871433709	0.669211330326305	-0.12184040444295	0.937567088924787	-6.64385618977472
C3orf62	6.98593918648178	7.31604171411393	7.086128971607	7.35337213975459	6.98866172795372	8.63407625237067	8.74760669759808	8.76327529008638	8.60247732268909	8.5220940842982
C3orf67	-0.187475957569146	1.51365775817632	-0.126955216858632	1.34402784871907	1.91556173693409	0.155200871433709	-6.64385618977472	0.87028902420983	-0.054920014195448	2.08666344995084
C3orf70	6.70302988279089	6.5384988033513	6.87969442922274	6.92341493217385	6.33817560964476	6.11967425785189	6.24526298374762	6.16635691225825	6.64440460296219	6.29290036706768
C3orf79	4.18910935816211	5.17196150368673	4.50169726643745	4.27767703415906	4.30478010677653	4.89755844540029	4.74811007999336	4.67029691100784	4.63103692764242	4.25394434030234
C3orf80	7.81843253652069	7.76918993642265	7.89618364920106	7.91833763554953	8.00454584658366	8.06705314343586	8.27486671528081	7.86243727428187	7.99616056043165	8.15477597341035
C4A	4.49707954746428	6.13329265895471	5.69037352371191	5.00174895013682	3.61335154616954	6.22984191989277	6.56715304229061	6.16635691225825	6.40591844226289	6.42328110282007
C4B	4.49707954746428	-6.64385618977472	4.02801371587905	4.21358050615543	4.0825093424226	-6.64385618977472	-6.64385618977472	4.50686616888956	4.32305325147044	1.67275765934632
C4B_2	3.96684874910704	-6.64385618977472	-6.64385618977472	-6.64385618977472	3.61335154616954	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
C4orf17	-6.64385618977472	-0.0612346938358584	0.865146181935228	-6.64385618977472	-0.0730112380425258	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472
C4orf19	4.38165556898961	4.78213917485081	4.61268140490662	4.50889238111325	4.66718796089133	4.04994870220796	4.83054241501269	4.18509670525997	4.83741017254511	4.17152665901428
C4orf3	7.51032545855096	7.53842120152234	7.45719904134346	7.3900817014147	7.45097379333074	7.32218608802768	7.16800525552251	7.64380713213664	7.39770597059045	7.42319704910528
C4orf33	5.88370801478216	5.53865399448785	5.94490115563038	5.92353378269298	5.97805061211644	5.87035393490347	5.56730518165154	6.01234591670322	6.0177003941611	5.21293503472223
C4orf36	-0.187475957569146	-0.0612346938358584	-6.64385618977472	-0.22961308198715	1.50179838587082	0.155200871433709	-6.64385618977472	-0.12184040444295	-6.64385618977472	0.0968170100787238
C4orf45	-6.64385618977472	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-0.0730112380425258	0.155200871433709	-6.64385618977472	1.45261843044882	-6.64385618977472	0.0968170100787238
C4orf46	8.33132097765248	8.27682709353964	8.17918196749231	8.39365890472661	8.18790640580844	7.9877337314118	7.93629359732052	7.91228371829648	8.01753338026144	7.96596373874813
C4orf47	-0.187475957569146	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-6.64385618977472	0.155200871433709	1.66466798736739	1.45261843044882	0.937567088924787	1.67275765934632
C4orf48	6.42552527977883	6.13329265895471	6.04724683229368	6.24541433854761	6.32130388892983	5.81486849350996	6.2148933810647	5.99188500700113	5.71164989711242	5.86487027792336
C4orf50	-0.187475957569146	-0.0612346938358584	1.44746617649295	0.761904080720004	0.919380810664841	0.155200871433709	-6.64385618977472	0.87028902420983	-0.054920014195448	1.09005591617577
C4orf54	4.49707954746428	4.447856911822	3.44349331977125	4.00219917586244	4.43596116277376	4.23041847354117	4.24583340860755	3.56403532599424	3.63161903875929	3.543932065556
C5	8.81840057947374	8.84252841640585	8.83165035396136	8.9749868624053	9.0018730876039	8.68911625662888	8.4675059708192	8.44361729951991	8.41387294188675	8.48418271294908
C5AR1	3.60454225816138	4.78213917485081	4.44283011203579	3.56194808827986	3.72018254623063	4.95000857879278	5.3609011130676	5.69554370512482	4.83741017254511	4.66879278893943
C5AR2	6.66650755732157	6.84262269548073	6.77619896593491	6.81958799096912	6.76984573278123	6.77167550643958	7.26011725210213	7.04239382049181	6.98541115949395	7.25328255464513
C5orf15	8.39966987339523	8.53100306766663	8.4571579916303	8.57677609493862	8.58772705827532	8.41369217729201	8.45456728229103	8.35427246131141	8.44969238012121	8.40071829005804
C5orf17	6.94586495314293	6.84262269548073	6.84601419695796	7.21289993913157	7.32121367864814	7.2297458052129	6.78952372812288	7.27185957141866	7.22473206802749	7.34073983338503
C5orf22	8.73561386826307	8.5235857971453	8.66781120718439	8.76463149714828	8.67663937479269	8.82169882716098	8.4675059708192	8.58692665227966	8.72446483759221	8.71992182355516
C5orf24	8.68173231525231	8.82754735291944	8.8056035726376	8.69884962562996	8.69966978507854	9.01873160386276	9.05245488583963	8.86240627727566	8.88133017210651	8.89707444049011
C5orf30	6.75033113072859	6.81857933413986	6.78807198733679	6.57370149913099	6.7945055462509	7.35172853622871	7.45460840578409	7.3218970714378	7.44579745372135	7.31217246119394
C5orf34	6.51040458640519	6.50875469327621	6.85732853044974	6.3081420019893	6.3548523011654	6.25090074957796	5.9457465887323	5.720629886347	5.76317053828493	6.17092607807673
C5orf51	7.70296064520642	7.80021542496687	7.996811932013	7.86717502788967	7.8947867212985	7.83573695311614	7.6488668644916	7.91228371829648	7.9413008155293	7.78376817489816
C5orf52	-6.64385618977472	-0.0612346938358584	-0.126955216858632	-6.64385618977472	-0.0730112380425258	0.155200871433709	-6.64385618977472	-0.12184040444295	-0.054920014195448	-6.64385618977472
C5orf56	6.8073568817468	6.58199583209486	6.57160130319176	6.90323872425518	6.52659886411703	6.31229340099207	6.36072557192301	6.32198723899908	5.99633006683203	6.08347575147967
