CTL_S1	CTL_S2	CTL_S3	CTL_S4	CTL_S5	PMA_S6	PMA_S7	PMA_S8	PMA_S9	PMA_S10
ABCC10	8.25137537356452	8.18107130299749	8.08125904257431	8.07083734020919	8.06153364925908	7.74958419559846	7.90809786798088	7.40935460853845	7.49233741268299	7.81124767608081
ABCC11	2.6057278105312	1.51365775817632	0.865146181935228	-0.22961308198715	2.91364840219979	2.72932651712938	2.24811285532536	1.86633757814655	-0.054920014195448	3.25470029523488
ABCC2	3.70399886023716	4.01199109092771	3.55886852507385	4.00219917586244	3.37255776157821	2.95140811476139	3.46876888211048	2.86435778915943	3.83791470955969	3.66935986656137
ABCC3	5.77354448929403	5.17196150368673	5.83473682480841	5.776002191571	5.71936130098103	5.56875558654902	4.90851824081053	5.35458102124504	5.17834084957418	5.03789851796485
ABCC4	9.11117645896295	9.1159525676672	8.99678369176328	9.01784150223217	9.1333453380532	9.14502734150239	9.00443429062816	9.10319284454951	8.92722398016214	9.11671197725516
ABCC5	6.78481634162787	7.11356249272595	7.01718681543603	6.76473100648566	6.87763950352375	6.53465988706008	6.49316046858162	6.68269468632106	6.83703165395781	6.54284934671841
ABCC6	7.41079543713357	7.49356941638598	7.58519968309585	7.06636167319734	7.51172442427063	6.7861737557597	7.01777363069305	6.8166995760766	6.89592029542591	6.90356245730821
ABCC8	2.1212487243016	2.24860088033811	3.02889778966716	0.761904080720004	-0.0730112380425258	2.14545137232005	0.669211330326305	1.45261843044882	-0.054920014195448	2.40791209326434
ABCC9	7.46141858668896	7.29004815170896	7.4939087569282	7.38281413533386	7.18795587805846	7.4551520153354	7.60269902076907	8.04730516092646	7.4536591217679	7.80442671464409
ABCD1	9.40520082480172	9.42350064825911	9.40218985377532	9.43463033051288	9.36913522226109	9.44141561175646	9.35013036859307	9.43035226524772	9.30724816663752	9.26568077953499
ABCD2	4.25618760312642	5.09398122392118	4.7157342294606	4.33904658616241	4.00009727330058	3.84363181862387	1.66466798736739	3.32324899349531	3.25345656946892	3.40655222937901
ABCD3	9.24723566063683	9.35828396035539	9.24309030762957	9.48810078040076	9.46057491178546	9.43912383323788	9.45779233340107	9.32796413258145	9.41988388636269	9.45397096510271
ABCD4	7.69088839474813	7.84255984344871	7.60547102982386	7.69595515371561	7.57001993400695	7.56852760082824	7.41508232620159	7.49181205391432	7.33098390670377	7.17082595694215
ABCE1	10.2533935072143	10.3245244385192	10.285575829978	10.3781773663857	10.2648910777157	10.6360513579046	10.4882568192255	10.5809175746204	10.6596445256999	10.5549477920334
ABCF1	9.79319655002231	9.67853885899892	9.67740068030377	9.69883226631867	9.62083466301971	9.79325479379568	9.78940961135315	9.85107558733305	10.0161650203473	10.0818667290147
ABCF2	10.2170257856562	10.1986065004782	10.2235383794001	10.2432309338635	10.2155254085637	10.4078125090667	10.2894784388418	10.3218181701986	10.3996673604836	10.3593983750118
ABCF3	8.33132097765248	8.25011062461944	8.42710162199064	8.249273510905	8.16444824401862	7.90379831785764	7.84008234409469	7.74508557730757	7.78806113316232	8.08894052373549
ABCG1	4.65455473199226	4.38375662194689	3.66569628429114	4.21358050615543	4.23442727705708	4.46476843488	4.36125213129241	4.1111378659852	2.93190662937638	4.08411385489177
ABCG2	2.6057278105312	1.9274315447464	2.85919372204867	3.33975924896775	3.91269078242516	3.31356365834357	2.66239093912885	3.77032355265632	3.10162155705882	3.543932065556
ABCG4	0.804286080573775	2.51112922485314	0.865146181935228	-0.22961308198715	-6.64385618977472	0.155200871433709	-6.64385618977472	0.87028902420983	-6.64385618977472	-6.64385618977472
ABCG5	-0.187475957569146	-6.64385618977472	-6.64385618977472	-0.22961308198715	-6.64385618977472	-6.64385618977472	0.669211330326305	-0.12184040444295	-6.64385618977472	-6.64385618977472
ABCG8	5.11834429918401	4.87832066177709	5.14301466907635	5.30832405890331	4.99964639104792	5.46444172332495	5.70478104489281	5.6700135841608	5.54503373676683	5.69825072111975
ABHD1	5.35094319612328	5.44752634752113	5.44249839380414	5.36843019041313	5.69337107110034	4.84312927737882	4.83054241501269	4.67029691100784	4.25269996238698	4.83865476799561
ABHD10	8.24725940036026	8.12825645807316	8.17013714092817	8.24125878197911	8.32116857139192	7.0371144583311	7.27491329366693	7.22002405523611	7.12979022535167	7.01411194291815
ABHD11	7.153654140339	6.93497891817727	6.9968684108541	7.02960590108072	7.12128951813278	6.92366539608035	6.88905070738043	6.83978115775314	6.60258866886936	6.83827657585366
ABHD12	9.23896818108954	9.39329702290659	9.13567920545706	9.31563613545589	9.32326603598987	9.3758282352607	9.38464572769942	9.21333876565982	9.12479756070163	9.30969791459525
ABHD12B	6.04414696630958	6.22760703338847	6.16118645250659	6.14589224773732	6.32130388892983	6.27165660349247	6.15216625791475	6.35440470936395	6.0177003941611	6.33136967271379
ABHD13	7.49652041989135	7.5675659951027	7.38085261706831	7.46081209773618	7.53386219768156	8.07887813968199	8.15201410785716	7.83971818180282	7.76297129734191	7.84487697395029
ABHD14A	6.88358583753531	7.01120843527303	6.23243542038193	6.8827763435415	6.86605251865995	6.65012513419887	6.90815792874206	6.59044545261159	6.58837627950876	6.52636300245949
ABHD14A-ACY1	3.38234749655464	3.24708216352933	2.44481882131142	3.84184041871803	3.2351935254508	5.04951313611875	-6.64385618977472	3.18588960002026	3.63161903875929	3.25470029523488
ABHD14B	8.02005806113764	8.25011062461944	7.9287256716824	8.17127363294677	8.10160960912253	7.83573695311614	8.1600066183932	7.89585885612366	7.62357497874245	7.73438242790256
ABHD15	8.46846688100996	8.41552910040854	8.4571579916303	8.46077115069993	8.31691923145239	8.32710710915262	8.19154110124962	7.75118549310229	7.99076751329233	8.01995650877255
ABHD16A	8.7560361102854	8.65498857301025	8.62542495491425	8.69298514498593	8.88904288069203	9.1893354672631	9.01328503639902	9.06941645397889	8.97170275111175	9.04039242909546
ABHD16B	6.72687435471321	6.26367153448419	6.58527480915426	6.44003776851771	6.48174956995358	6.48219823059923	6.88905070738043	6.89591942856313	6.84900325273577	6.62256822023105
ABHD17A	9.73118283287923	9.79709408044399	9.85439916451181	9.77991092376731	9.81412366730273	9.79504805542041	9.77647070251988	9.73429745524077	9.69324465711378	9.78718288936828
ABHD17B	7.75026412645899	7.62414659839227	7.43471631669295	7.83025006085589	7.57001993400695	7.72721743002919	7.44155300064767	7.04239382049181	7.33098390670377	7.40527619180968
ABHD17C	6.94586495314293	6.94611856880886	6.78807198733679	6.85152808658369	7.15976093904498	7.13097446222206	7.49308038923358	7.33819787061622	7.5374228368918	7.3025229004234
ABHD18	8.06284130362506	7.93491996370676	7.99168710083137	7.91330225417396	7.99925175345083	7.93014855446433	7.89857549162398	7.94989646886016	7.87259092863745	7.81124767608081
ABHD2	9.92658619587695	9.90806722610484	9.83878713504614	9.81947622775816	9.87897410720681	9.97667221141518	9.96390548527568	9.98909394824324	9.89292604307518	9.76802815458393
ABHD3	7.60342991730745	7.66517181636132	7.61882872991585	7.48816104798529	7.88333718357276	7.51730502450341	7.56707696659327	7.70164837161948	7.70487107229222	7.60689895204921
ABHD4	4.49707954746428	4.7315318278384	4.50169726643745	4.50889238111325	3.91269078242516	5.35199348694906	4.46811719497683	4.67029691100784	4.10078095599296	4.66879278893943
ABHD5	7.02493028304321	7.12340956998362	7.16108565314444	7.21289993913157	7.28686434766541	7.71968411380878	7.06960863289543	7.52778937683123	7.41391524185456	7.60689895204921
ABHD6	5.72701055031453	5.73126027621114	5.85745295160623	5.53504196110851	5.43562786121893	5.14259531326287	4.90851824081053	5.32216755721713	4.68546314748251	5.29308435743022
ABHD8	7.48258200457257	7.48595665584446	7.53676189338266	7.22920065879963	7.41961143458025	6.58528059415423	6.96400660198652	6.60399058528366	6.77563659577957	6.90356245730821
ABI1	8.29589260171891	8.07343443042756	8.34508849930313	8.24527171204977	8.16444824401862	8.27151654800725	8.28220845417963	8.30121286914741	8.32666458174362	8.39618876581669
ABI2	8.99570141552307	9.16206367459147	9.16101004900077	9.19218758646219	9.18788166904723	9.72340449115578	9.60264335301141	9.6984429988663	9.78956595116299	9.83983505327429
ABI3	4.75073309100871	4.56809826034118	4.5582563008458	4.21358050615543	4.81913427118206	3.84363181862387	4.36125213129241	3.56403532599424	2.51749916790388	4.40587181646344
ABI3BP	4.3202851150342	4.7315318278384	4.5582563008458	4.56133716978251	4.86642350010989	4.78656585402362	3.83104935911134	4.76979481086052	4.17873921226251	4.66879278893943
ABL1	9.54421298165814	9.66005351518604	9.67580391488131	9.64669059968609	9.58947089483044	9.61996344427345	9.46426173693588	9.51523996797218	9.48270412597351	9.63402793006665
ABL2	9.06982325453145	8.99512438726287	8.97097501517038	8.93082017043832	9.05896450098776	9.83394616958498	9.90091671394678	10.0936096640634	10.0214641305645	9.79580621905579
ABLIM1	2.6057278105312	2.24860088033811	0.865146181935228	2.34118351932317	2.23672480240172	2.72932651712938	-6.64385618977472	3.95077140589635	3.39082255780526	4.17152665901428
ABLIM2	2.6057278105312	3.09524789536826	3.31808298816349	2.75550905918442	3.2351935254508	3.95047524165057	4.24583340860755	3.18588960002026	3.10162155705882	2.67049335354237
ABLIM3	3.70399886023716	3.09524789536826	2.85919372204867	3.66140232097654	3.0833606541729	3.31356365834357	3.46876888211048	0.87028902420983	2.7395316013284	1.09005591617577
ABR	10.8093315218693	10.7604814277965	10.7573244964021	10.7964064661202	10.7462119758828	10.7770061149787	10.849942666749	10.7296625155294	10.63219663882	10.7379074639355
ABRA	2.6057278105312	2.92553389775275	3.02889778966716	1.75764388426311	2.49924896315255	2.46672715200977	3.2465936244179	4.38662711323986	3.10162155705882	3.25470029523488
ABRACL	9.53748720876538	9.49540638318644	9.65650359648101	9.69149784463816	9.72553075902226	9.78966156961942	9.6573076386502	9.61058658370125	9.70810924120031	9.42757984597508
ABRAXAS1	7.62262250212653	7.86621008950647	7.67105607901344	7.79783002388988	7.82468550119164	7.74216706958961	7.76870090455012	7.85679095425187	7.65118582310654	7.47566146699046
ABRAXAS2	8.11798083456994	8.07343443042756	8.00191862287029	8.249273510905	7.95618474017948	8.17565974012938	8.02648783661687	8.01217828175353	7.97992055910867	8.10568317619347
ABT1	6.91506143197541	6.66524289141599	6.78807198733679	6.89304381196673	6.78222832727928	7.47318491686308	7.08648120260482	7.00203918774387	7.06967361645735	7.07205489789124
ABTB1	5.60365245409942	5.05335130820833	5.47223896664413	5.86214357239389	5.79463550484455	5.72742167003901	5.70478104489281	4.99211168183331	5.1398774697651	5.57541867202365
ABTB2	7.22236217769567	7.5161696009532	7.30023913155562	7.36078915888393	6.97793616912043	7.09648857604992	7.0352597160899	7.08165031276902	7.08999209878516	7.23310600457301
AC000058.1	0.804286080573775	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-0.12184040444295	-6.64385618977472	0.0968170100787238
AC000120.2	2.1212487243016	1.51365775817632	-6.64385618977472	2.34118351932317	1.50179838587082	-6.64385618977472	-6.64385618977472	-0.12184040444295	-6.64385618977472	1.09005591617577
AC000120.3	6.66650755732157	4.96848874216482	5.90183953059398	6.58641122229796	6.76984573278123	6.56860360007169	-6.64385618977472	6.32198723899908	6.37313241835484	4.83865476799561
AC000403.1	4.49707954746428	4.7315318278384	4.90208080291107	4.7982837811028	4.6127620159486	4.04994870220796	4.66068079132524	4.44799891959025	4.10078095599296	3.78474985577722
AC001226.1	-6.64385618977472	0.931219366907536	-0.126955216858632	-0.22961308198715	-6.64385618977472	0.155200871433709	2.66239093912885	0.87028902420983	0.937567088924787	-6.64385618977472
AC001226.2	5.49676007252851	5.35025221124985	5.24990070885051	5.70784342842616	5.81887871932671	5.35199348694906	4.98249480424916	5.53511178367682	5.05973050275928	6.31226323857126
AC002070.1	1.80014939232322	1.9274315447464	0.865146181935228	-6.64385618977472	0.919380810664841	-6.64385618977472	1.66466798736739	-0.12184040444295	1.52001657129736	2.67049335354237
AC002072.1	8.18836768959934	7.96808548773963	8.25813065824174	8.11097525882009	8.30409559503242	8.20832481200038	8.01771796436736	8.49177197735535	8.2876130381916	8.50115532034224
AC002091.1	1.80014939232322	-0.0612346938358584	2.18231427528974	-0.22961308198715	0.919380810664841	1.14870853146034	1.66466798736739	1.86633757814655	0.937567088924787	2.08666344995084
AC002091.2	0.804286080573775	1.51365775817632	0.865146181935228	0.761904080720004	1.50179838587082	2.14545137232005	2.24811285532536	-0.12184040444295	1.93379591796632	0.0968170100787238
AC002127.2	0.804286080573775	-6.64385618977472	0.865146181935228	0.761904080720004	0.919380810664841	0.155200871433709	0.669211330326305	1.45261843044882	-6.64385618977472	1.09005591617577
AC002310.4	1.80014939232322	-6.64385618977472	0.865146181935228	-6.64385618977472	1.50179838587082	0.155200871433709	1.66466798736739	-6.64385618977472	-6.64385618977472	0.0968170100787238
AC002351.1	2.79807659170384	3.73207477780239	4.17992837214149	3.75444046084909	3.2351935254508	4.31283793395623	4.24583340860755	4.81708346622516	3.39082255780526	3.25470029523488
AC002375.1	2.38373035691854	3.24708216352933	3.85819925329199	3.45512684886741	3.37255776157821	3.72823834106173	3.2465936244179	4.03318173275527	1.52001657129736	2.89256201231797
AC002377.1	-0.187475957569146	-0.0612346938358584	0.865146181935228	2.07871842816194	2.49924896315255	2.14545137232005	0.669211330326305	2.67199570460639	1.52001657129736	0.0968170100787238
AC002463.1	1.38649210746592	-6.64385618977472	1.44746617649295	1.34402784871907	0.919380810664841	-6.64385618977472	-6.64385618977472	2.44998052145953	2.25496859428706	1.67275765934632
AC002470.1	-0.187475957569146	-6.64385618977472	0.865146181935228	1.75764388426311	2.49924896315255	-6.64385618977472	0.669211330326305	-0.12184040444295	-0.054920014195448	-6.64385618977472
AC002511.2	2.38373035691854	1.9274315447464	3.31808298816349	2.34118351932317	-6.64385618977472	2.95140811476139	-6.64385618977472	3.03406264624795	4.01836825648289	3.25470029523488
AC002996.1	6.98593918648178	6.9237525838985	6.28365405031302	6.81958799096912	6.80667916805838	6.35181685854206	6.41516685401131	6.129367922182	6.38961856331714	6.741609294673
AC003002.1	-6.64385618977472	-6.64385618977472	0.865146181935228	-6.64385618977472	-6.64385618977472	1.14870853146034	1.66466798736739	-6.64385618977472	-0.054920014195448	-6.64385618977472
AC003002.2	5.04436557735407	5.47854620903578	5.31699767107509	4.92377145436224	4.71963510134405	4.46476843488	4.46811719497683	4.61785047607427	3.63161903875929	3.89159028846376
AC003002.3	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	-6.64385618977472	2.66239093912885	-6.64385618977472	-6.64385618977472	-6.64385618977472
AC003005.2	2.9677710980247	3.24708216352933	2.85919372204867	3.33975924896775	2.91364840219979	2.14545137232005	3.46876888211048	4.03318173275527	3.51623881702784	3.78474985577722
AC003006.1	5.2226519817908	4.38375662194689	4.66512776451721	4.50889238111325	5.58445856636536	4.46476843488	5.70478104489281	5.18470009440647	4.93048803751386	3.78474985577722
AC003035.1	2.38373035691854	-0.0612346938358584	1.86118060542028	0.761904080720004	1.91556173693409	1.73150041003257	3.2465936244179	1.86633757814655	1.93379591796632	2.67049335354237
AC003043.2	4.88395233823983	5.41582483449008	5.1795303377187	4.88314304992058	5.69337107110034	5.04951313611875	5.83028887614765	5.97112973223118	5.38979062405959	5.50984440271607
AC003092.1	-0.187475957569146	3.24708216352933	2.66683265217395	0.761904080720004	1.50179838587082	2.14545137232005	0.669211330326305	3.18588960002026	1.52001657129736	3.40655222937901
AC003101.1	0.804286080573775	-0.0612346938358584	-6.64385618977472	1.34402784871907	0.919380810664841	0.155200871433709	0.669211330326305	-6.64385618977472	-0.054920014195448	0.0968170100787238
AC003101.2	0.804286080573775	-6.64385618977472	-0.126955216858632	0.761904080720004	1.50179838587082	-6.64385618977472	-6.64385618977472	-0.12184040444295	2.25496859428706	-6.64385618977472
AC003665.1	6.96604120979906	7.05302541558458	7.05698479285691	6.90323872425518	6.98866172795372	6.27165660349247	6.49316046858162	6.202421207192	6.42203621720438	6.31226323857126
AC003666.1	-6.64385618977472	0.931219366907536	1.86118060542028	1.75764388426311	2.91364840219979	0.155200871433709	-6.64385618977472	1.45261843044882	1.52001657129736	0.0968170100787238
AC003682.1	1.80014939232322	-0.0612346938358584	-6.64385618977472	-0.22961308198715	0.919380810664841	-6.64385618977472	0.669211330326305	-6.64385618977472	1.52001657129736	1.67275765934632
AC003684.1	1.38649210746592	3.38444754280536	2.44481882131142	4.00219917586244	2.72127681319755	3.46542163611332	2.98386319277872	3.56403532599424	2.93190662937638	3.543932065556
AC003973.1	2.1212487243016	3.62524308651621	2.85919372204867	1.75764388426311	1.91556173693409	3.1438200309712	3.66125106586522	3.77032355265632	2.25496859428706	1.67275765934632
AC003975.1	4.9257585537086	4.92410902266566	5.02757147574404	4.50889238111325	4.6127620159486	5.18697705642993	4.90851824081053	5.18470009440647	5.05973050275928	4.83865476799561
AC004023.1	3.60454225816138	1.9274315447464	2.18231427528974	2.56316914972977	2.49924896315255	3.84363181862387	2.66239093912885	2.86435778915943	2.7395316013284	3.543932065556
AC004063.1	2.6057278105312	-0.0612346938358584	-0.126955216858632	1.34402784871907	-6.64385618977472	0.155200871433709	2.66239093912885	1.45261843044882	1.93379591796632	2.40791209326434
AC004069.1	2.6057278105312	2.51112922485314	1.86118060542028	1.75764388426311	1.91556173693409	1.14870853146034	2.24811285532536	1.86633757814655	-0.054920014195448	2.08666344995084
AC004076.1	2.6057278105312	1.51365775817632	1.44746617649295	2.75550905918442	1.50179838587082	-6.64385618977472	2.24811285532536	2.18747408342942	3.93096105647289	2.40791209326434
AC004080.2	4.3202851150342	4.87832066177709	4.50169726643745	4.88314304992058	4.71963510134405	3.95047524165057	3.2465936244179	3.32324899349531	2.25496859428706	3.89159028846376
AC004156.1	5.92552120919854	5.47854620903578	5.87981693645141	5.70784342842616	5.46664766448045	6.35181685854206	5.9457465887323	6.47724706339155	5.90753514870803	6.17092607807673
AC004158.1	4.96638735342416	4.87832066177709	4.50169726643745	4.39791176138	5.08208349809366	4.95000857879278	4.46811719497683	6.01234591670322	4.63103692764242	5.12806971135048
AC004221.1	2.1212487243016	2.73316006510634	2.18231427528974	1.75764388426311	-0.0730112380425258	2.14545137232005	1.66466798736739	-6.64385618977472	0.937567088924787	0.0968170100787238
AC004223.2	1.38649210746592	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-6.64385618977472	0.155200871433709	0.669211330326305	0.87028902420983	-6.64385618977472	1.09005591617577
AC004223.3	2.1212487243016	2.24860088033811	2.85919372204867	2.07871842816194	3.0833606541729	1.73150041003257	2.66239093912885	2.18747408342942	2.7395316013284	2.08666344995084
AC004233.2	-0.187475957569146	-0.0612346938358584	-6.64385618977472	-0.22961308198715	-6.64385618977472	2.95140811476139	2.66239093912885	3.18588960002026	2.7395316013284	3.08496422064952
AC004233.3	1.38649210746592	1.51365775817632	-6.64385618977472	0.761904080720004	-0.0730112380425258	4.23041847354117	4.36125213129241	3.32324899349531	2.93190662937638	3.543932065556
AC004233.4	3.49771828517751	4.01199109092771	3.55886852507385	3.45512684886741	1.91556173693409	3.46542163611332	3.2465936244179	3.44865975601647	3.39082255780526	3.99106115714728
